,ranking,title,artist,rank_week
2604,5,Psycho,Post Malone Featuring Ty Dolla $ign,2018-07-07
2605,6,Nice For What,Drake,2018-07-07
2606,7,Boo'd Up,Ella Mai,2018-07-07
2607,8,No Tears Left To Cry,Ariana Grande,2018-07-07
2608,9,God's Plan,Drake,2018-07-07
2609,10,Meant To Be,Bebe Rexha & Florida Georgia Line,2018-07-07
2610,11,Yes Indeed,Lil Baby & Drake,2018-07-07
2611,12,The Middle,"Zedd, Maren Morris & Grey",2018-07-07
2612,13,Moonlight,XXXTENTACION,2018-07-07
2613,14,Better Now,Post Malone,2018-07-07
2614,15,Plug Walk,Rich The Kid,2018-07-07
2615,16,Mine,Bazzi,2018-07-07
2616,17,Perfect,Ed Sheeran,2018-07-07
2617,18,Changes,XXXTENTACION,2018-07-07
2618,19,Apes**t,The Carters,2018-07-07
2619,20,Delicate,Taylor Swift,2018-07-07
2620,21,Tequila,Dan + Shay,2018-07-07
2621,22,Friends,Marshmello & Anne-Marie,2018-07-07
2622,23,In My Blood,Shawn Mendes,2018-07-07
2623,24,This Is America,Childish Gambino,2018-07-07
2624,25,Jocelyn Flores,XXXTENTACION,2018-07-07
2625,26,I'm Upset,Drake,2018-07-07
2626,27,Look Alive,BlocBoy JB Featuring Drake,2018-07-07
2627,28,Never Be The Same,Camila Cabello,2018-07-07
2628,29,Walk It Talk It,Migos Featuring Drake,2018-07-07
2629,30,Taste,Tyga Featuring Offset,2018-07-07
2630,31,Whatever It Takes,Imagine Dragons,2018-07-07
2631,32,Be Careful,Cardi B,2018-07-07
2632,33,Rockstar,Post Malone Featuring 21 Savage,2018-07-07
2633,34,F**k Love,XXXTENTACION Featuring Trippie Redd,2018-07-07
2634,35,Back To You,Selena Gomez,2018-07-07
2635,36,One Kiss,Calvin Harris & Dua Lipa,2018-07-07
2636,37,Love Lies,Khalid & Normani,2018-07-07
2637,38,Heaven,Kane Brown,2018-07-07
2638,39,Havana,Camila Cabello Featuring Young Thug,2018-07-07
2639,40,New Rules,Dua Lipa,2018-07-07
2640,41,I Like Me Better,Lauv,2018-07-07
2641,42,All Girls Are The Same,Juice WRLD,2018-07-07
2642,43,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",2018-07-07
2643,44,Get Along,Kenny Chesney,2018-07-07
2644,45,Simple,Florida Georgia Line,2018-07-07
2645,46,Everybody Dies In Their Nightmares,XXXTENTACION,2018-07-07
2646,47,Freaky Friday,Lil Dicky Featuring Chris Brown,2018-07-07
2647,48,Mercy,Brett Young,2018-07-07
2648,49,One Number Away,Luke Combs,2018-07-07
2649,50,Wait,Maroon 5,2018-07-07
2650,51,Sit Next To Me,Foster The People,2018-07-07
2651,52,Youngblood,5 Seconds Of Summer,2018-07-07
2652,53,Up Down,Morgan Wallen Featuring Florida Georgia Line,2018-07-07
2653,54,All Mine,Kanye West,2018-07-07
2654,55,The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,2018-07-07
2655,56,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",2018-07-07
2656,57,Dura,Daddy Yankee,2018-07-07
2657,58,Sober,Demi Lovato,2018-07-07
2658,59,Ball For Me,Post Malone Featuring Nicki Minaj,2018-07-07
2659,60,Bigger > You,"2 Chainz, Drake & Quavo",2018-07-07
2660,61,Say Amen (Saturday Night),Panic! At The Disco,2018-07-07
2661,62,Chun-Li,Nicki Minaj,2018-07-07
2662,63,Japan,Famous Dex,2018-07-07
2663,64,X,Nicky Jam x J Balvin,2018-07-07
2664,65,Legends,Juice WRLD,2018-07-07
2665,66,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,2018-07-07
2666,67,Bed,Nicki Minaj Featuring Ariana Grande,2018-07-07
2667,68,KOD,J. Cole,2018-07-07
2668,69,Alone,Halsey Featuring Big Sean & Stefflon Don,2018-07-07
2669,70,Hope,XXXTENTACION,2018-07-07
2670,71,Esskeetit,Lil Pump,2018-07-07
2671,72,TATI,6ix9ine Featuring DJ SPINKING,2018-07-07
2672,73,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,2018-07-07
2673,74,Done For Me,Charlie Puth Featuring Kehlani,2018-07-07
2674,75,I Was Jack (You Were Diane),Jake Owen,2018-07-07
2675,76,Fake Love,BTS,2018-07-07
2676,77,Yikes,Kanye West,2018-07-07
2677,78,Call Out My Name,The Weeknd,2018-07-07
2678,79,I Know You,Lil Skies Featuring Yung Pinch,2018-07-07
2679,80,Numb,XXXTENTACION,2018-07-07
2680,81,Medicine,Queen Naija,2018-07-07
2681,82,Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta,2018-07-07
2682,83,Sin Pijama,Becky G + Natti Natasha,2018-07-07
2683,84,High Hopes,Panic! At The Disco,2018-07-07
2684,85,I Lived It,Blake Shelton,2018-07-07
2685,86,Powerglide,Rae Sremmurd & Juicy J,2018-07-07
2686,87,Lovely,Billie Eilish & Khalid,2018-07-07
2687,88,Coming Home,Keith Urban Featuring Julia Michaels,2018-07-07
2688,89,Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert,2018-07-07
2689,90,Zombie,Bad Wolves,2018-07-07
2690,91,Overdose,YoungBoy Never Broke Again,2018-07-07
2691,92,Life Changes,Thomas Rhett,2018-07-07
2692,93,"Woman, Amen",Dierks Bentley,2018-07-07
2693,94,Born To Be Yours,Kygo & Imagine Dragons,2018-07-07
2694,95,The Light Is Coming,Ariana Grande Featuring Nicki Minaj,2018-07-07
2695,96,OTW,"Khalid, Ty Dolla $ign & 6LACK",2018-07-07
2696,97,Solo,Clean Bandit Featuring Demi Lovato,2018-07-07
2697,98,Take Back Home Girl,Chris Lane Featuring Tori Kelly,2018-07-07
2698,99,Boss,The Carters,2018-07-07
2699,100,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,2018-07-07
2700,1,Nice For What,Drake,2018-07-14
2701,2,Nonstop,Drake,2018-07-14
2702,3,I Like It,"Cardi B, Bad Bunny & J Balvin",2018-07-14
2703,4,God's Plan,Drake,2018-07-14
2704,5,Girls Like You,Maroon 5 Featuring Cardi B,2018-07-14
2705,6,In My Feelings,Drake,2018-07-14
2706,7,I'm Upset,Drake,2018-07-14
2707,8,Emotionless,Drake,2018-07-14
2708,9,Don't Matter To Me,Drake Featuring Michael Jackson,2018-07-14
2709,10,Sad!,XXXTENTACION,2018-07-14
2710,11,Boo'd Up,Ella Mai,2018-07-14
2711,12,Psycho,Post Malone Featuring Ty Dolla $ign,2018-07-14
2712,13,Mob Ties,Drake,2018-07-14
2713,14,Elevate,Drake,2018-07-14
2714,15,No Tears Left To Cry,Ariana Grande,2018-07-14
2715,16,Lucid Dreams,Juice WRLD,2018-07-14
2716,17,Survival,Drake,2018-07-14
2717,18,Can't Take A Joke,Drake,2018-07-14
2718,19,The Middle,"Zedd, Maren Morris & Grey",2018-07-14
2719,20,Talk Up,Drake Featuring JAY-Z,2018-07-14
2720,21,8 Out Of 10,Drake,2018-07-14
2721,22,Meant To Be,Bebe Rexha & Florida Georgia Line,2018-07-14
2722,23,Delicate,Taylor Swift,2018-07-14
2723,24,Better Now,Post Malone,2018-07-14
2724,25,Mine,Bazzi,2018-07-14
2725,26,Yes Indeed,Lil Baby & Drake,2018-07-14
2726,27,Sandra's Rose,Drake,2018-07-14
2727,28,Summer Games,Drake,2018-07-14
2728,29,Perfect,Ed Sheeran,2018-07-14
2729,30,Blue Tint,Drake,2018-07-14
2730,31,In My Blood,Shawn Mendes,2018-07-14
2731,32,Jaded,Drake,2018-07-14
2732,33,Friends,Marshmello & Anne-Marie,2018-07-14
2733,34,Tequila,Dan + Shay,2018-07-14
2734,35,Never Be The Same,Camila Cabello,2018-07-14
2735,36,Is There More,Drake,2018-07-14
2736,37,That's How You Feel,Drake,2018-07-14
2737,38,Peak,Drake,2018-07-14
2738,39,Taste,Tyga Featuring Offset,2018-07-14
2739,40,Whatever It Takes,Imagine Dragons,2018-07-14
2740,41,After Dark,Drake Featuring Static Major & Ty Dolla $ign,2018-07-14
2741,42,Finesse,Drake,2018-07-14
2742,43,Apes**t,The Carters,2018-07-14
2743,44,Look Alive,BlocBoy JB Featuring Drake,2018-07-14
2744,45,One Kiss,Calvin Harris & Dua Lipa,2018-07-14
2745,46,Love Lies,Khalid & Normani,2018-07-14
2746,47,Moonlight,XXXTENTACION,2018-07-14
2747,48,Be Careful,Cardi B,2018-07-14
2748,49,Back To You,Selena Gomez,2018-07-14
2749,50,This Is America,Childish Gambino,2018-07-14
2750,51,Ratchet Happy Birthday,Drake,2018-07-14
2751,52,I Like Me Better,Lauv,2018-07-14
2752,53,Get Along,Kenny Chesney,2018-07-14
2753,54,Simple,Florida Georgia Line,2018-07-14
2754,55,Changes,XXXTENTACION,2018-07-14
2755,56,Final Fantasy,Drake,2018-07-14
2756,57,March 14,Drake,2018-07-14
2757,58,X,Nicky Jam x J Balvin,2018-07-14
2758,59,Sit Next To Me,Foster The People,2018-07-14
2759,60,All Girls Are The Same,Juice WRLD,2018-07-14
2760,61,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",2018-07-14
2761,62,Up Down,Morgan Wallen Featuring Florida Georgia Line,2018-07-14
2762,63,Karma,Queen Naija,2018-07-14
2763,64,Mercy,Brett Young,2018-07-14
2764,65,One Number Away,Luke Combs,2018-07-14
2765,66,Youngblood,5 Seconds Of Summer,2018-07-14
2766,67,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",2018-07-14
2767,68,Jocelyn Flores,XXXTENTACION,2018-07-14
2768,69,I Was Jack (You Were Diane),Jake Owen,2018-07-14
2769,70,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,2018-07-14
2770,71,Alone,Halsey Featuring Big Sean & Stefflon Don,2018-07-14
2771,72,Freaky Friday,Lil Dicky Featuring Chris Brown,2018-07-14
2772,73,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,2018-07-14
2773,74,Ball For Me,Post Malone Featuring Nicki Minaj,2018-07-14
2774,75,Life Changes,Thomas Rhett,2018-07-14
2775,76,Kiss Somebody,Morgan Evans,2018-07-14
2776,77,KOD,J. Cole,2018-07-14
2777,78,Done For Me,Charlie Puth Featuring Kehlani,2018-07-14
2778,79,Take Back Home Girl,Chris Lane Featuring Tori Kelly,2018-07-14
2779,80,Coming Home,Keith Urban Featuring Julia Michaels,2018-07-14
2780,81,Bed,Nicki Minaj Featuring Ariana Grande,2018-07-14
2781,82,Chun-Li,Nicki Minaj,2018-07-14
2782,83,All Mine,Kanye West,2018-07-14
2783,84,Don't Go Breaking My Heart,Backstreet Boys,2018-07-14
2784,85,Medicine,Queen Naija,2018-07-14
2785,86,"Sunrise, Sunburn, Sunset",Luke Bryan,2018-07-14
2786,87,Cry Pretty,Carrie Underwood,2018-07-14
2787,88,Esskeetit,Lil Pump,2018-07-14
2788,89,Sin Pijama,Becky G + Natti Natasha,2018-07-14
2789,90,Call Out My Name,The Weeknd,2018-07-14
2790,91,Everybody Dies In Their Nightmares,XXXTENTACION,2018-07-14
2791,92,Yikes,Kanye West,2018-07-14
2792,93,Hotel Key,Old Dominion,2018-07-14
2793,94,Downtown's Dead,Sam Hunt,2018-07-14
2794,95,Zombie,Bad Wolves,2018-07-14
2795,96,Japan,Famous Dex,2018-07-14
2796,97,Me Niego,Reik Featuring Ozuna & Wisin,2018-07-14
2797,98,The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,2018-07-14
2798,99,Growing Pains,Alessia Cara,2018-07-14
2799,100,I Lived It,Blake Shelton,2018-07-14
2800,1,In My Feelings,Drake,2018-07-21
2801,2,I Like It,"Cardi B, Bad Bunny & J Balvin",2018-07-21
2802,3,Girls Like You,Maroon 5 Featuring Cardi B,2018-07-21
2803,4,Nice For What,Drake,2018-07-21
2804,5,Boo'd Up,Ella Mai,2018-07-21
2805,6,God's Plan,Drake,2018-07-21
2806,7,Lucid Dreams,Juice WRLD,2018-07-21
2807,8,No Tears Left To Cry,Ariana Grande,2018-07-21
2808,9,Psycho,Post Malone Featuring Ty Dolla $ign,2018-07-21
2809,10,Sad!,XXXTENTACION,2018-07-21
2810,11,Nonstop,Drake,2018-07-21
2811,12,Better Now,Post Malone,2018-07-21
2812,13,The Middle,"Zedd, Maren Morris & Grey",2018-07-21
2813,14,Meant To Be,Bebe Rexha & Florida Georgia Line,2018-07-21
2814,15,Delicate,Taylor Swift,2018-07-21
2815,16,I'm Upset,Drake,2018-07-21
2816,17,Yes Indeed,Lil Baby & Drake,2018-07-21
2817,18,Taste,Tyga Featuring Offset,2018-07-21
2818,19,Mine,Bazzi,2018-07-21
2819,20,Friends,Marshmello & Anne-Marie,2018-07-21
2820,21,Don't Matter To Me,Drake Featuring Michael Jackson,2018-07-21
2821,22,Perfect,Ed Sheeran,2018-07-21
2822,23,In My Blood,Shawn Mendes,2018-07-21
2823,24,Tequila,Dan + Shay,2018-07-21
2824,25,Love Lies,Khalid & Normani,2018-07-21
2825,26,Never Be The Same,Camila Cabello,2018-07-21
2826,27,Whatever It Takes,Imagine Dragons,2018-07-21
2827,28,Mob Ties,Drake,2018-07-21
2828,29,One Kiss,Calvin Harris & Dua Lipa,2018-07-21
2829,30,Apes**t,The Carters,2018-07-21
2830,31,Back To You,Selena Gomez,2018-07-21
2831,32,Look Alive,BlocBoy JB Featuring Drake,2018-07-21
2832,33,I Like Me Better,Lauv,2018-07-21
2833,34,Moonlight,XXXTENTACION,2018-07-21
2834,35,Get Along,Kenny Chesney,2018-07-21
2835,36,Be Careful,Cardi B,2018-07-21
2836,37,Simple,Florida Georgia Line,2018-07-21
2837,38,Emotionless,Drake,2018-07-21
2838,39,This Is America,Childish Gambino,2018-07-21
2839,40,Youngblood,5 Seconds Of Summer,2018-07-21
2840,41,Mercy,Brett Young,2018-07-21
2841,42,Sit Next To Me,Foster The People,2018-07-21
2842,43,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",2018-07-21
2843,44,Elevate,Drake,2018-07-21
2844,45,Can't Take A Joke,Drake,2018-07-21
2845,46,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",2018-07-21
2846,47,Changes,XXXTENTACION,2018-07-21
2847,48,Bed,Nicki Minaj Featuring Ariana Grande,2018-07-21
2848,49,One Number Away,Luke Combs,2018-07-21
2849,50,I Was Jack (You Were Diane),Jake Owen,2018-07-21
2850,51,X,Nicky Jam x J Balvin,2018-07-21
2851,52,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,2018-07-21
2852,53,Wifi Lit,Future,2018-07-21
2853,54,Up Down,Morgan Wallen Featuring Florida Georgia Line,2018-07-21
2854,55,Blue Tint,Drake,2018-07-21
2855,56,After Dark,Drake Featuring Static Major & Ty Dolla $ign,2018-07-21
2856,57,All Girls Are The Same,Juice WRLD,2018-07-21
