,track,artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,genre,duration_ms,release_date,id,artist_id,track_id,popularity,analysis_url,time_signature,track_href,type,uri
7785,Public Housing,Lil Durk,0.0191,0.699,0.694,0.0,8,0.133,-5.219,1,0.149,174.976,0.23,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap music']",198317,2018-03-30,1BN892sr4Ttr6LO0WtgSFx,3hcs9uc56yIGFCSy9leWe7,1BN892sr4Ttr6LO0WtgSFx,47,https://api.spotify.com/v1/audio-analysis/1BN892sr4Ttr6LO0WtgSFx,4,https://api.spotify.com/v1/tracks/1BN892sr4Ttr6LO0WtgSFx,audio_features,spotify:track:1BN892sr4Ttr6LO0WtgSFx
7786,White Lies - Guy Arthur Remix,The Him,0.00428,0.656,0.896,0.000137,9,0.192,-4.461,0,0.0936,128.026,0.506,"['big room', 'deep house', 'deep tropical house', 'edm', 'electro house', 'house', 'pop', 'pop edm', 'tropical house', 'uk dance']",210000,2018-03-16,1FoMWISq2KNqKappkrG5Yo,5WdqBAQhGFCrZvBKXiPIu7,1FoMWISq2KNqKappkrG5Yo,53,https://api.spotify.com/v1/audio-analysis/1FoMWISq2KNqKappkrG5Yo,4,https://api.spotify.com/v1/tracks/1FoMWISq2KNqKappkrG5Yo,audio_features,spotify:track:1FoMWISq2KNqKappkrG5Yo
7787,Crush,Weki Meki,0.0288,0.742,0.776,0.0,9,0.17,-3.371,1,0.0744,124.014,0.555,"['k-pop', 'k-pop girl group']",196178,2018-10-11,4fxyRM3Xd0w47grKzxVMth,5LWkv2hDbDwZL3zNwZYNPx,4fxyRM3Xd0w47grKzxVMth,55,https://api.spotify.com/v1/audio-analysis/4fxyRM3Xd0w47grKzxVMth,4,https://api.spotify.com/v1/tracks/4fxyRM3Xd0w47grKzxVMth,audio_features,spotify:track:4fxyRM3Xd0w47grKzxVMth
7788,I Do,Morgan Evans,0.123,0.51,0.76,0.0,7,0.137,-5.947,0,0.044,176.053,0.71,"['australian country', 'australian pop', 'contemporary country', 'country pop']",210664,2018-10-12,3QeK7Ai2U3kIQcotCrohac,6fzQ81ouajOEFqCIB9VwrS,3QeK7Ai2U3kIQcotCrohac,47,https://api.spotify.com/v1/audio-analysis/3QeK7Ai2U3kIQcotCrohac,4,https://api.spotify.com/v1/tracks/3QeK7Ai2U3kIQcotCrohac,audio_features,spotify:track:3QeK7Ai2U3kIQcotCrohac
7789,A Walk Down the Aisle,In Amber,0.993,0.526,0.0258,0.926,3,0.144,-24.02,1,0.0331,103.92,0.207,['background music'],162379,2018-12-05,3gCN5z5Fy8b7iTJDKDk2JU,6KKwyhMJU6IO69OEY2f43C,3gCN5z5Fy8b7iTJDKDk2JU,53,https://api.spotify.com/v1/audio-analysis/3gCN5z5Fy8b7iTJDKDk2JU,4,https://api.spotify.com/v1/tracks/3gCN5z5Fy8b7iTJDKDk2JU,audio_features,spotify:track:3gCN5z5Fy8b7iTJDKDk2JU
7790,Sorry,Hala,0.0284,0.498,0.935,8.1e-05,7,0.0772,-4.266,1,0.0408,159.984,0.752,['indie garage rock'],211946,2018-06-15,7Hs4BDVWvKvKzfr5A0pI9K,1dTBAtLZBUB8Ir4PmJYw9t,7Hs4BDVWvKvKzfr5A0pI9K,46,https://api.spotify.com/v1/audio-analysis/7Hs4BDVWvKvKzfr5A0pI9K,4,https://api.spotify.com/v1/tracks/7Hs4BDVWvKvKzfr5A0pI9K,audio_features,spotify:track:7Hs4BDVWvKvKzfr5A0pI9K
7791,The Elements,TobyMac,0.0212,0.63,0.827,8.74e-05,8,0.136,-6.323,1,0.104,100.063,0.241,"['ccm', 'christian alternative rock', 'christian hip hop', 'christian music', 'worship']",231933,2018-10-12,28jcFm1snS2T2CcnGladPy,5VX8hxrcfJWwaTLiqGUHG3,28jcFm1snS2T2CcnGladPy,46,https://api.spotify.com/v1/audio-analysis/28jcFm1snS2T2CcnGladPy,4,https://api.spotify.com/v1/tracks/28jcFm1snS2T2CcnGladPy,audio_features,spotify:track:28jcFm1snS2T2CcnGladPy
7792,Talk My Shit,Key Glock,0.0471,0.861,0.349,0.0,5,0.12,-7.143,0,0.69,149.869,0.155,"['rap', 'southern hip hop', 'trap music', 'vapor trap']",140693,2018-11-23,2xVTnw22vpDer6C3aTOVHk,0RESbWvOMyua0yuyVrztJ5,2xVTnw22vpDer6C3aTOVHk,44,https://api.spotify.com/v1/audio-analysis/2xVTnw22vpDer6C3aTOVHk,4,https://api.spotify.com/v1/tracks/2xVTnw22vpDer6C3aTOVHk,audio_features,spotify:track:2xVTnw22vpDer6C3aTOVHk
7793,Initium,Initium,0.676,0.835,0.209,0.917,6,0.125,-14.766,1,0.0954,84.992,0.325,[],197812,2018-11-20,3KPbawChlE9dO9DRCeevsp,0vYWRXgaKIEpWu7dqgt2N1,3KPbawChlE9dO9DRCeevsp,47,https://api.spotify.com/v1/audio-analysis/3KPbawChlE9dO9DRCeevsp,4,https://api.spotify.com/v1/tracks/3KPbawChlE9dO9DRCeevsp,audio_features,spotify:track:3KPbawChlE9dO9DRCeevsp
7794,For The Baby,DaBaby,0.097,0.849,0.426,0.000607,1,0.08,-5.33,0,0.124,119.075,0.541,"['nc hip hop', 'rap', 'trap music']",183853,2018-06-01,3YPTnTLsqIEaLXpsbFiB7Q,4r63FhuTkUYltbVAg5TQnk,3YPTnTLsqIEaLXpsbFiB7Q,45,https://api.spotify.com/v1/audio-analysis/3YPTnTLsqIEaLXpsbFiB7Q,4,https://api.spotify.com/v1/tracks/3YPTnTLsqIEaLXpsbFiB7Q,audio_features,spotify:track:3YPTnTLsqIEaLXpsbFiB7Q
7795,HOOPTI,Smino,0.439,0.572,0.581,0.0,1,0.181,-7.651,1,0.382,100.551,0.313,"['alternative r&b', 'hip hop', 'pop rap', 'rap', 'underground hip hop']",154700,2018-11-08,5deXgGdMVJ9udzS9eXYYeK,1ybINI1qPiFbwDXamRtwxD,5deXgGdMVJ9udzS9eXYYeK,46,https://api.spotify.com/v1/audio-analysis/5deXgGdMVJ9udzS9eXYYeK,4,https://api.spotify.com/v1/tracks/5deXgGdMVJ9udzS9eXYYeK,audio_features,spotify:track:5deXgGdMVJ9udzS9eXYYeK
7796,Heart Of God,Hillsong Young & Free,0.146,0.432,0.449,9.14e-06,0,0.176,-8.732,1,0.0309,141.988,0.0932,"['ccm', 'christian music', 'world worship', 'worship']",344853,2018-06-29,1YyGh7J8b7SesIiaxKsQip,7m4gF38CPATtHrk5HS42WZ,1YyGh7J8b7SesIiaxKsQip,45,https://api.spotify.com/v1/audio-analysis/1YyGh7J8b7SesIiaxKsQip,4,https://api.spotify.com/v1/tracks/1YyGh7J8b7SesIiaxKsQip,audio_features,spotify:track:1YyGh7J8b7SesIiaxKsQip
7797,The Price of Agony,Fit For A King,3.58e-06,0.349,0.95,1.13e-05,1,0.0716,-4.351,0,0.102,187.955,0.401,"['christian rock', 'melodic metalcore', 'metalcore', 'post-screamo', 'screamo']",287999,2018-06-29,1ZpKyES3kDQwqamuPMmUqu,0OgdRTPItr9dw4XYp4JJUx,1ZpKyES3kDQwqamuPMmUqu,49,https://api.spotify.com/v1/audio-analysis/1ZpKyES3kDQwqamuPMmUqu,4,https://api.spotify.com/v1/tracks/1ZpKyES3kDQwqamuPMmUqu,audio_features,spotify:track:1ZpKyES3kDQwqamuPMmUqu
7798,Body Heat,Kate Nash,0.12,0.585,0.542,0.0,5,0.0486,-9.113,1,0.102,167.825,0.584,"['anti-folk', 'folk-pop', 'lilith', 'piano rock']",184676,2018-03-30,1hJ6x0VhpIlrrjnbqKHtfn,5vBKu1igxFo6g1sHADkIdg,1hJ6x0VhpIlrrjnbqKHtfn,52,https://api.spotify.com/v1/audio-analysis/1hJ6x0VhpIlrrjnbqKHtfn,4,https://api.spotify.com/v1/tracks/1hJ6x0VhpIlrrjnbqKHtfn,audio_features,spotify:track:1hJ6x0VhpIlrrjnbqKHtfn
7799,How I Like It,Maluma,0.549,0.864,0.603,0.0,9,0.112,-4.521,0,0.16,119.96,0.826,['reggaeton'],171027,2018-05-18,65Vu1eyOopYOYVy40ticWh,1r4hJ1h58CWwUQe3MxPuau,65Vu1eyOopYOYVy40ticWh,53,https://api.spotify.com/v1/audio-analysis/65Vu1eyOopYOYVy40ticWh,4,https://api.spotify.com/v1/tracks/65Vu1eyOopYOYVy40ticWh,audio_features,spotify:track:65Vu1eyOopYOYVy40ticWh
7800,Quiero Volver,TINI,0.206,0.672,0.83,0.0,2,0.0751,-4.028,1,0.0599,172.104,0.774,['latin pop'],183960,2018-10-12,5NrIX1ozc9LGt19ISgPDIY,7vXDAI8JwjW531ouMGbfcp,5NrIX1ozc9LGt19ISgPDIY,66,https://api.spotify.com/v1/audio-analysis/5NrIX1ozc9LGt19ISgPDIY,4,https://api.spotify.com/v1/tracks/5NrIX1ozc9LGt19ISgPDIY,audio_features,spotify:track:5NrIX1ozc9LGt19ISgPDIY
7801,Till the Wheels Fall Off,Blackberry Smoke,0.000964,0.496,0.755,0.0876,9,0.374,-4.408,0,0.0277,90.0,0.421,"['modern southern rock', 'southern rock']",225165,2018-04-06,5jsFP9UeOXngDEslmUVozc,5P1oS9DUTPEqcrmXDmX4p8,5jsFP9UeOXngDEslmUVozc,46,https://api.spotify.com/v1/audio-analysis/5jsFP9UeOXngDEslmUVozc,4,https://api.spotify.com/v1/tracks/5jsFP9UeOXngDEslmUVozc,audio_features,spotify:track:5jsFP9UeOXngDEslmUVozc
7802,"Off Safety (feat. Yhung T.O., Mozzy & Ziggy)",Philthy Rich,0.0992,0.674,0.628,0.0,9,0.374,-8.277,0,0.189,93.053,0.613,"['cali rap', 'hyphy', 'west coast trap']",221934,2018-05-25,6LlTJUQPhqvZuvOmgkLGYh,3n6RTmT1sgWeNNCfPyJMw3,6LlTJUQPhqvZuvOmgkLGYh,44,https://api.spotify.com/v1/audio-analysis/6LlTJUQPhqvZuvOmgkLGYh,4,https://api.spotify.com/v1/tracks/6LlTJUQPhqvZuvOmgkLGYh,audio_features,spotify:track:6LlTJUQPhqvZuvOmgkLGYh
7803,Walking In My Shoes,FEVER 333,0.00941,0.633,0.777,0.000302,9,0.167,-4.995,1,0.0528,130.027,0.299,"['la indie', 'nu-metalcore']",171810,2018-03-23,7mqJvR6BgtGbOssGZAfdaP,1B0155rdv175D1tQ8VH7Oy,7mqJvR6BgtGbOssGZAfdaP,49,https://api.spotify.com/v1/audio-analysis/7mqJvR6BgtGbOssGZAfdaP,4,https://api.spotify.com/v1/tracks/7mqJvR6BgtGbOssGZAfdaP,audio_features,spotify:track:7mqJvR6BgtGbOssGZAfdaP
7804,Find Our Way,Midnight Kids,0.276,0.533,0.614,0.0,11,0.097,-5.444,1,0.0297,115.056,0.362,['pop edm'],206609,2018-10-01,3inV9bxfPe0tv2GrTkEI5R,5w39eY1aNDybnDGTNgVt3r,3inV9bxfPe0tv2GrTkEI5R,48,https://api.spotify.com/v1/audio-analysis/3inV9bxfPe0tv2GrTkEI5R,4,https://api.spotify.com/v1/tracks/3inV9bxfPe0tv2GrTkEI5R,audio_features,spotify:track:3inV9bxfPe0tv2GrTkEI5R
7805,Tommy,Tommy Genesis,0.00287,0.716,0.855,0.00593,1,0.268,-7.856,1,0.0488,138.008,0.377,"['bc underground hip hop', 'canadian hip hop', 'electropop', 'escape room', 'hyperpop', 'pop']",162481,2018-11-09,3y4eLP5IRnGhERGtdvfBsi,2qDdxfKUpYg8wc49KIuT3b,3y4eLP5IRnGhERGtdvfBsi,49,https://api.spotify.com/v1/audio-analysis/3y4eLP5IRnGhERGtdvfBsi,4,https://api.spotify.com/v1/tracks/3y4eLP5IRnGhERGtdvfBsi,audio_features,spotify:track:3y4eLP5IRnGhERGtdvfBsi
7806,Free Trell,YNW Melly,0.016,0.611,0.577,0.0,9,0.131,-8.449,0,0.165,146.083,0.373,['trap music'],256438,2018-08-03,76g0a2SWBucEFXVZbl9rhS,1cNDP5yjU5vjeR8qMf4grg,76g0a2SWBucEFXVZbl9rhS,46,https://api.spotify.com/v1/audio-analysis/76g0a2SWBucEFXVZbl9rhS,4,https://api.spotify.com/v1/tracks/76g0a2SWBucEFXVZbl9rhS,audio_features,spotify:track:76g0a2SWBucEFXVZbl9rhS
7807,Runnin’ Away From Home,Brett Young,0.028,0.505,0.722,0.0,8,0.105,-5.148,1,0.0326,160.041,0.723,['contemporary country'],188280,2018-12-07,3S1ml6NqVkVBjYNB8QgXE7,0fiWOxhsBsQQvFDtxUQWo0,3S1ml6NqVkVBjYNB8QgXE7,46,https://api.spotify.com/v1/audio-analysis/3S1ml6NqVkVBjYNB8QgXE7,4,https://api.spotify.com/v1/tracks/3S1ml6NqVkVBjYNB8QgXE7,audio_features,spotify:track:3S1ml6NqVkVBjYNB8QgXE7
7808,"Bands on Me (feat. Blac Youngsta, A Boogie Wit Da Hoodie & Teejay3k)",Mozzy,0.000633,0.743,0.522,0.0,8,0.116,-7.999,1,0.113,88.959,0.245,"['cali rap', 'trap music', 'west coast trap']",186067,2018-10-05,6R78ENy6Ek2qYhQSiRN4KI,4AA474G2hRfrHyGrfyDseO,6R78ENy6Ek2qYhQSiRN4KI,44,https://api.spotify.com/v1/audio-analysis/6R78ENy6Ek2qYhQSiRN4KI,4,https://api.spotify.com/v1/tracks/6R78ENy6Ek2qYhQSiRN4KI,audio_features,spotify:track:6R78ENy6Ek2qYhQSiRN4KI
7809,Under Wraps,Her's,0.00137,0.587,0.67,0.214,10,0.127,-5.223,1,0.0283,135.05,0.384,"['indie garage rock', 'liverpool indie']",303428,2018-08-24,0UVzM2GkqTTf57G6Wj05UL,77mJc3M7ZT5oOVM7gNdXim,0UVzM2GkqTTf57G6Wj05UL,48,https://api.spotify.com/v1/audio-analysis/0UVzM2GkqTTf57G6Wj05UL,4,https://api.spotify.com/v1/tracks/0UVzM2GkqTTf57G6Wj05UL,audio_features,spotify:track:0UVzM2GkqTTf57G6Wj05UL
7810,Miami (feat. Pusha T),Valee,0.00178,0.915,0.556,0.0,6,0.125,-5.159,0,0.325,140.046,0.123,"['chicago rap', 'trap music', 'underground hip hop', 'vapor trap']",179280,2018-02-16,0DSXAjnNFpc22v31I4MX2S,4hRL2QmahOYxXNmNKtG1AI,0DSXAjnNFpc22v31I4MX2S,45,https://api.spotify.com/v1/audio-analysis/0DSXAjnNFpc22v31I4MX2S,4,https://api.spotify.com/v1/tracks/0DSXAjnNFpc22v31I4MX2S,audio_features,spotify:track:0DSXAjnNFpc22v31I4MX2S
7811,Legend (ft. Backchat),Jaroslav Beck,0.00267,0.691,0.957,0.0,11,0.0891,-1.931,0,0.112,90.031,0.713,[],119278,2018-05-01,2ZGwIc2FbDiOLcU4MG7MWB,2qaihH7C0RAiTnCDHYTkxY,2ZGwIc2FbDiOLcU4MG7MWB,50,https://api.spotify.com/v1/audio-analysis/2ZGwIc2FbDiOLcU4MG7MWB,4,https://api.spotify.com/v1/tracks/2ZGwIc2FbDiOLcU4MG7MWB,audio_features,spotify:track:2ZGwIc2FbDiOLcU4MG7MWB
7812,Camo,Ryan Beatty,0.571,0.757,0.605,0.000185,10,0.162,-6.401,1,0.16,75.088,0.617,['bedroom soul'],205486,2018-07-20,0wJ7keIduhuimIrkSIGF3X,60NNvDqsif0u40CXMV6jDQ,0wJ7keIduhuimIrkSIGF3X,47,https://api.spotify.com/v1/audio-analysis/0wJ7keIduhuimIrkSIGF3X,4,https://api.spotify.com/v1/tracks/0wJ7keIduhuimIrkSIGF3X,audio_features,spotify:track:0wJ7keIduhuimIrkSIGF3X
7813,Por Hacerme el Bueno,Bacilos,0.0171,0.697,0.79,0.0,5,0.0886,-4.673,0,0.0577,98.01,0.843,"['colombian pop', 'latin', 'latin pop', 'pop', 'rock en espanol', 'tropical']",252482,2018-08-24,1iEIQ69PuAM76GCBT9HCek,1mux8L6xg2Cmrc7k0wQczl,1iEIQ69PuAM76GCBT9HCek,61,https://api.spotify.com/v1/audio-analysis/1iEIQ69PuAM76GCBT9HCek,4,https://api.spotify.com/v1/tracks/1iEIQ69PuAM76GCBT9HCek,audio_features,spotify:track:1iEIQ69PuAM76GCBT9HCek
7814,What's It All For?,Yellow Days,0.649,0.821,0.666,0.0288,3,0.114,-7.747,0,0.0469,99.998,0.695,['bedroom pop'],251423,2018-11-09,2Y28HmBMyRrCgL0PTbkP7O,3dv4Q4q3LWOnbLJnC6GgTY,2Y28HmBMyRrCgL0PTbkP7O,50,https://api.spotify.com/v1/audio-analysis/2Y28HmBMyRrCgL0PTbkP7O,4,https://api.spotify.com/v1/tracks/2Y28HmBMyRrCgL0PTbkP7O,audio_features,spotify:track:2Y28HmBMyRrCgL0PTbkP7O
7815,Sexy,Kate Rockwell,0.0726,0.816,0.633,7.49e-06,8,0.224,-6.378,1,0.11,134.012,0.403,[],215000,2018-05-18,4A1GfEVOELS3vo4tSa6bts,4kHxu1UJeYLB0ZkBQZdqT2,4A1GfEVOELS3vo4tSa6bts,47,https://api.spotify.com/v1/audio-analysis/4A1GfEVOELS3vo4tSa6bts,4,https://api.spotify.com/v1/tracks/4A1GfEVOELS3vo4tSa6bts,audio_features,spotify:track:4A1GfEVOELS3vo4tSa6bts
7816,Poison,Cavetown,0.73,0.666,0.228,0.000456,9,0.109,-12.59,1,0.0344,140.145,0.38,"['bedroom pop', 'pop']",129986,2018-01-01,7HosGN9onpPElSkJGBnudc,2hR4h1Cao2ueuI7Cx9c7V8,7HosGN9onpPElSkJGBnudc,48,https://api.spotify.com/v1/audio-analysis/7HosGN9onpPElSkJGBnudc,4,https://api.spotify.com/v1/tracks/7HosGN9onpPElSkJGBnudc,audio_features,spotify:track:7HosGN9onpPElSkJGBnudc
7817,Someone Saved My Life Tonight,Mumford & Sons,0.688,0.398,0.305,4.53e-05,8,0.132,-10.58,1,0.0404,138.653,0.125,"['modern rock', 'stomp and holler', 'uk americana']",369302,2018-04-06,7wfVhQbInlrp92VTyi4gx3,3gd8FJtBJtkRxdfbTu19U2,7wfVhQbInlrp92VTyi4gx3,50,https://api.spotify.com/v1/audio-analysis/7wfVhQbInlrp92VTyi4gx3,4,https://api.spotify.com/v1/tracks/7wfVhQbInlrp92VTyi4gx3,audio_features,spotify:track:7wfVhQbInlrp92VTyi4gx3
7818,Beating Hearts,Paige,0.00835,0.78,0.581,0.00224,9,0.177,-6.832,1,0.0287,119.984,0.567,"['deep tropical house', 'pop edm', 'tropical house']",171370,2018-11-02,5iJHDCtqv2nO4v8i8nwbdh,4Z99ysbztLlZqmYK3urV7w,5iJHDCtqv2nO4v8i8nwbdh,53,https://api.spotify.com/v1/audio-analysis/5iJHDCtqv2nO4v8i8nwbdh,4,https://api.spotify.com/v1/tracks/5iJHDCtqv2nO4v8i8nwbdh,audio_features,spotify:track:5iJHDCtqv2nO4v8i8nwbdh
7819,Live Fast Die Young,Hollywood Undead,0.0834,0.574,0.894,0.0,7,0.0778,-4.011,0,0.0629,89.979,0.458,"['alternative metal', 'nu metal', 'pop punk', 'post-grunge', 'rap metal', 'rap rock', 'screamo']",221362,2018-11-02,0wynJcvxABifMtXWmVAzHE,0CEFCo8288kQU7mJi25s6E,0wynJcvxABifMtXWmVAzHE,49,https://api.spotify.com/v1/audio-analysis/0wynJcvxABifMtXWmVAzHE,4,https://api.spotify.com/v1/tracks/0wynJcvxABifMtXWmVAzHE,audio_features,spotify:track:0wynJcvxABifMtXWmVAzHE
7820,Cambio de Papeles,Cornelio Vega y su Dinastia,0.667,0.819,0.636,1.28e-06,10,0.0328,-4.726,1,0.051,109.952,0.962,['regional mexican pop'],145091,2018-02-16,4LuJpxI0bNOak4DQn7Pr2O,3xNhaqwvNIAP57dWgMTP1d,4LuJpxI0bNOak4DQn7Pr2O,54,https://api.spotify.com/v1/audio-analysis/4LuJpxI0bNOak4DQn7Pr2O,3,https://api.spotify.com/v1/tracks/4LuJpxI0bNOak4DQn7Pr2O,audio_features,spotify:track:4LuJpxI0bNOak4DQn7Pr2O
7821,Fall In Love,Yuno,0.347,0.518,0.585,0.908,8,0.111,-12.695,1,0.344,122.693,0.487,"['gamecore', 'jacksonville indie']",225973,2018-05-22,5rC2TX3Qi37o3OwCBAEYNt,36BjLtXEXIifbRrfc1Rtqa,5rC2TX3Qi37o3OwCBAEYNt,50,https://api.spotify.com/v1/audio-analysis/5rC2TX3Qi37o3OwCBAEYNt,5,https://api.spotify.com/v1/tracks/5rC2TX3Qi37o3OwCBAEYNt,audio_features,spotify:track:5rC2TX3Qi37o3OwCBAEYNt
7822,All Star Break Up,Wale,0.286,0.75,0.695,0.0,2,0.302,-6.495,1,0.273,139.247,0.655,"['dance pop', 'gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",216744,2018-02-13,65gLItwnVZpbl52nO10eFI,67nwj3Y5sZQLl72VNUHEYE,65gLItwnVZpbl52nO10eFI,46,https://api.spotify.com/v1/audio-analysis/65gLItwnVZpbl52nO10eFI,4,https://api.spotify.com/v1/tracks/65gLItwnVZpbl52nO10eFI,audio_features,spotify:track:65gLItwnVZpbl52nO10eFI
7823,The Harlot Breaker,Spank Nitti James,0.699,0.679,0.53,0.00387,5,0.351,-14.282,1,0.171,97.108,0.462,[],69329,2018-11-26,0foPbDw01mEttcn8TPT0nb,4JxatpbcAgr7UWnIngnNPD,0foPbDw01mEttcn8TPT0nb,46,https://api.spotify.com/v1/audio-analysis/0foPbDw01mEttcn8TPT0nb,4,https://api.spotify.com/v1/tracks/0foPbDw01mEttcn8TPT0nb,audio_features,spotify:track:0foPbDw01mEttcn8TPT0nb
7824,Rollercoaster,Audien,0.296,0.66,0.791,0.0,5,0.118,-2.398,0,0.0379,136.015,0.515,"['big room', 'edm', 'electro house', 'pop', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",180000,2018-11-28,4IeRBzdV0W6p74CMZjOpEE,4xnMDfgEmXZEEDdITKcGuE,4IeRBzdV0W6p74CMZjOpEE,48,https://api.spotify.com/v1/audio-analysis/4IeRBzdV0W6p74CMZjOpEE,4,https://api.spotify.com/v1/tracks/4IeRBzdV0W6p74CMZjOpEE,audio_features,spotify:track:4IeRBzdV0W6p74CMZjOpEE
7825,flaming hot cheetos,Savage Ga$p,0.429,0.716,0.25,0.0,11,0.168,-15.922,1,0.428,77.509,0.71,['emo rap'],159425,2018-07-16,4acN1fqeWTUM6ydgNTj5gQ,0x7qiZJaal6j8qS7yCydFk,4acN1fqeWTUM6ydgNTj5gQ,47,https://api.spotify.com/v1/audio-analysis/4acN1fqeWTUM6ydgNTj5gQ,4,https://api.spotify.com/v1/tracks/4acN1fqeWTUM6ydgNTj5gQ,audio_features,spotify:track:4acN1fqeWTUM6ydgNTj5gQ
7826,Princess,soder.,0.947,0.729,0.266,0.955,0,0.131,-20.841,0,0.0995,144.948,0.34,[],118556,2018-11-21,1pqiUytktkkaA7bV7ym2vt,2N2hOy7cgLlfage0jrE1Kb,1pqiUytktkkaA7bV7ym2vt,48,https://api.spotify.com/v1/audio-analysis/1pqiUytktkkaA7bV7ym2vt,4,https://api.spotify.com/v1/tracks/1pqiUytktkkaA7bV7ym2vt,audio_features,spotify:track:1pqiUytktkkaA7bV7ym2vt
7827,Caged Bird,Myles Cameron,0.768,0.575,0.352,0.485,1,0.0974,-13.813,1,0.0388,100.023,0.447,"['alternative r&b', 'indie r&b']",235200,2018-01-08,3MPcfaxPTQPR3w58qaODvX,2B2dZ6tZkA7MAHcPaHw1wF,3MPcfaxPTQPR3w58qaODvX,48,https://api.spotify.com/v1/audio-analysis/3MPcfaxPTQPR3w58qaODvX,4,https://api.spotify.com/v1/tracks/3MPcfaxPTQPR3w58qaODvX,audio_features,spotify:track:3MPcfaxPTQPR3w58qaODvX
7828,Youngblood - Acoustic,5 Seconds of Summer,0.127,0.607,0.589,0.0,4,0.182,-6.068,0,0.0274,114.946,0.399,"['boy band', 'dance pop', 'pop', 'post-teen pop']",220996,2018-06-01,5EqlEvrylr3DNy3R11Kmrz,5Rl15oVamLq7FbSb0NNBNy,5EqlEvrylr3DNy3R11Kmrz,61,https://api.spotify.com/v1/audio-analysis/5EqlEvrylr3DNy3R11Kmrz,4,https://api.spotify.com/v1/tracks/5EqlEvrylr3DNy3R11Kmrz,audio_features,spotify:track:5EqlEvrylr3DNy3R11Kmrz
7829,violet,oofoe,0.126,0.438,0.411,0.781,8,0.0925,-13.274,1,0.0605,141.394,0.622,"['chillhop', 'lo-fi beats']",87980,2018-09-21,66u4gwcXORufGdzVPDEXFx,6u1oX4NPDuxo0Eo41dgf9O,66u4gwcXORufGdzVPDEXFx,51,https://api.spotify.com/v1/audio-analysis/66u4gwcXORufGdzVPDEXFx,3,https://api.spotify.com/v1/tracks/66u4gwcXORufGdzVPDEXFx,audio_features,spotify:track:66u4gwcXORufGdzVPDEXFx
7830,Come Tomorrow,Dave Matthews Band,0.282,0.543,0.833,0.000652,9,0.125,-6.721,1,0.0439,180.088,0.569,"['jam band', 'neo mellow', 'pop rock']",286053,2018-06-08,7G5H53tZmCGF6SjGGO1RRT,2TI7qyDE0QfyOlnbtfDo7L,7G5H53tZmCGF6SjGGO1RRT,44,https://api.spotify.com/v1/audio-analysis/7G5H53tZmCGF6SjGGO1RRT,4,https://api.spotify.com/v1/tracks/7G5H53tZmCGF6SjGGO1RRT,audio_features,spotify:track:7G5H53tZmCGF6SjGGO1RRT
7831,orange,CLAY,0.236,0.595,0.595,1.18e-06,9,0.0963,-7.13,0,0.167,86.335,0.339,[],212480,2018-11-09,1xMT1AcN5fOaaiGqGjqrMO,20aPu5vizjmoX2A7f7AOWL,1xMT1AcN5fOaaiGqGjqrMO,47,https://api.spotify.com/v1/audio-analysis/1xMT1AcN5fOaaiGqGjqrMO,4,https://api.spotify.com/v1/tracks/1xMT1AcN5fOaaiGqGjqrMO,audio_features,spotify:track:1xMT1AcN5fOaaiGqGjqrMO
7832,Nintendo Game,Alessia Cara,0.265,0.472,0.553,0.0,2,0.161,-5.592,1,0.223,202.984,0.328,"['canadian contemporary r&b', 'dance pop', 'pop', 'post-teen pop', 'r&b']",161880,2018-11-30,2LwodLGnuRGcqZA14BgeMZ,2wUjUUtkb5lvLKcGKsKqsR,2LwodLGnuRGcqZA14BgeMZ,50,https://api.spotify.com/v1/audio-analysis/2LwodLGnuRGcqZA14BgeMZ,5,https://api.spotify.com/v1/tracks/2LwodLGnuRGcqZA14BgeMZ,audio_features,spotify:track:2LwodLGnuRGcqZA14BgeMZ
7833,Preach,Lil Durk,0.00113,0.604,0.539,0.0,7,0.128,-5.29,1,0.17,148.458,0.0875,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap music']",157508,2018-11-09,4YoN2mgVecLrqrhfrNyYM4,3hcs9uc56yIGFCSy9leWe7,4YoN2mgVecLrqrhfrNyYM4,46,https://api.spotify.com/v1/audio-analysis/4YoN2mgVecLrqrhfrNyYM4,4,https://api.spotify.com/v1/tracks/4YoN2mgVecLrqrhfrNyYM4,audio_features,spotify:track:4YoN2mgVecLrqrhfrNyYM4
7834,Mary Poppins,La Duda,0.594,0.754,0.471,0.0,8,0.117,-8.15,1,0.0314,109.083,0.763,"['corrido', 'regional mexican pop']",135323,2018-04-20,4h3Hle7jGWOZnU3Z2d6Dqu,76PanOLrnvlpAjGLTOR3y6,4h3Hle7jGWOZnU3Z2d6Dqu,45,https://api.spotify.com/v1/audio-analysis/4h3Hle7jGWOZnU3Z2d6Dqu,3,https://api.spotify.com/v1/tracks/4h3Hle7jGWOZnU3Z2d6Dqu,audio_features,spotify:track:4h3Hle7jGWOZnU3Z2d6Dqu
