index,success,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,release_date,popularity,artist,track,country,indie,other,minutes,rap/hip-hop,rock,edm,jazz,pop
Karise Eden: Ain’t Thinkin About You,0,0.539,52.1,86.5,0.00124,2,22.5,-3.2760000000000002,0,7.28,200.09799999999998,70.9,2018-11-23,18,Karise Eden,Ain’t Thinkin About You,0,0,0,3.62355,0,0,0,0,1
Karise Eden: Baby Goodbye,0,0.134,58.4,83.8,0.0073100000000000005,0,12.5,-4.124,1,6.64,121.98200000000001,49.8,2018-11-23,17,Karise Eden,Baby Goodbye,0,0,0,3.4233333333333333,0,0,0,0,1
Karise Eden: Powerless,0,0.3320000000000001,64.9,71.5,0.0,9,11.8,-4.117,0,2.67,116.05,42.8,2018-11-23,17,Karise Eden,Powerless,0,0,0,3.2613333333333334,0,0,0,0,1
Karise Eden: Hopeless,0,3.2,59.9,53.6,0.000346,3,9.370000000000001,-5.428999999999999,1,3.55,122.167,14.000000000000002,2018-11-23,22,Karise Eden,Hopeless,0,0,0,5.16645,0,0,0,0,1
Karise Eden: Maybe You Can Love Me Anyway,0,18.7,34.4,48.9,0.0383,1,16.1,-5.257999999999999,1,2.78,102.76299999999999,6.03,2018-11-23,18,Karise Eden,Maybe You Can Love Me Anyway,0,0,0,4.938,0,0,0,0,1
Karise Eden: Ted,0,0.21100000000000002,55.1,68.5,0.0,4,14.800000000000002,-3.233,1,3.0300000000000002,123.821,49.2,2018-11-23,17,Karise Eden,Ted,0,0,0,4.184666666666667,0,0,0,0,1
Lil Gotit: Christmas,0,6.7,86.3,34.9,0.000139,1,15.8,-12.102,1,46.0,129.94799999999998,30.099999999999998,2018-11-16,28,Lil Gotit,Christmas,0,0,0,3.2444,1,0,0,0,0
Lil Gotit: Superstar (feat. Gunna),0,1.16,93.1,54.1,0.0,1,10.6,-8.005,0,35.9,133.955,21.4,2018-11-16,49,Lil Gotit,Superstar (feat. Gunna),0,0,0,2.6727666666666665,1,0,0,0,0
Lil Gotit: Loco,0,6.74,73.4,54.89999999999999,0.0,11,14.800000000000002,-9.577,0,34.3,163.88400000000001,47.6,2018-11-16,33,Lil Gotit,Loco,0,0,0,2.9278833333333334,1,0,0,0,0
Lil Gotit: Gucci High Socks,0,0.675,84.3,42.6,0.0291,8,17.9,-9.88,1,35.9,149.899,54.50000000000001,2018-11-16,26,Lil Gotit,Gucci High Socks,0,0,0,2.57655,1,0,0,0,0
Lil Gotit: Hell Yeah (feat. Lil Keed),0,24.5,82.9,52.400000000000006,0.0,2,10.3,-8.599,0,35.7,160.058,39.7,2018-11-16,30,Lil Gotit,Hell Yeah (feat. Lil Keed),0,0,0,2.4010833333333332,1,0,0,0,0
Lil Gotit: Hard Right Thare,0,4.68,94.4,48.3,0.0,0,12.9,-9.423,1,54.2,129.947,35.4,2018-11-16,29,Lil Gotit,Hard Right Thare,0,0,0,3.7102666666666666,1,0,0,0,0
Lil Gotit: Toe To Toe,0,19.9,78.3,55.8,0.0,7,16.3,-8.207,0,21.4,145.018,74.8,2018-11-16,29,Lil Gotit,Toe To Toe,0,0,0,2.91135,1,0,0,0,0
Lil Gotit: Racks (feat. Guap Tarantino & Mal & Quill),0,6.0600000000000005,84.3,48.9,0.0,7,16.8,-9.77,0,38.1,153.89600000000002,84.2,2018-11-16,30,Lil Gotit,Racks (feat. Guap Tarantino & Mal & Quill),0,0,0,3.1682166666666665,1,0,0,0,0
Lil Gotit: Big Bertha,0,1.6,68.4,46.1,0.0364,0,5.71,-9.743,1,5.26,72.90899999999999,22.1,2018-11-16,25,Lil Gotit,Big Bertha,0,0,0,2.1929833333333333,1,0,0,0,0
Lil Gotit: On Me (feat. Hoodrich Pablo Juan),0,23.4,89.8,41.9,0.0,6,9.59,-8.113,0,41.8,129.944,21.6,2018-11-16,26,Lil Gotit,On Me (feat. Hoodrich Pablo Juan),0,0,0,2.462483333333333,1,0,0,0,0
Lil Gotit: Celebration,0,3.0700000000000003,52.900000000000006,66.4,0.0,1,31.900000000000002,-8.915,1,7.02,109.272,43.8,2018-11-16,22,Lil Gotit,Celebration,0,0,0,2.98275,1,0,0,0,0
Lil Gotit: Let's Go (feat. Guap Tarantino),0,1.59,90.2,53.79999999999999,0.0,1,18.1,-8.734,1,34.4,139.955,77.8,2018-11-16,33,Lil Gotit,Let's Go (feat. Guap Tarantino),0,0,0,3.2047833333333333,1,0,0,0,0
Lil Gotit: Mismatch (feat. Lil Duke),0,0.253,79.6,53.79999999999999,0.0,11,16.6,-8.526,0,11.3,121.036,30.3,2018-11-16,27,Lil Gotit,Mismatch (feat. Lil Duke),0,0,0,3.5971333333333333,1,0,0,0,0
Lil Gotit: Reasons,0,1.43,76.4,61.0,0.0,8,11.8,-9.859,0,28.800000000000004,152.984,35.3,2018-11-16,22,Lil Gotit,Reasons,0,0,0,3.0363,1,0,0,0,0
Lil Gotit: Drip Severe,0,18.9,90.1,37.2,0.0,0,11.7,-12.56,1,53.900000000000006,138.004,60.0,2018-11-16,23,Lil Gotit,Drip Severe,0,0,0,3.24745,1,0,0,0,0
Lil Gotit: Armed & Dangerous (feat. Slimelife Shawty),0,6.550000000000001,77.6,71.8,0.0,6,16.8,-5.621,0,22.8,129.981,61.1,2018-11-16,25,Lil Gotit,Armed & Dangerous (feat. Slimelife Shawty),0,0,0,3.4473,1,0,0,0,0
Lil Gotit: Golden One,0,0.4670000000000001,74.2,63.2,0.00020600000000000002,10,11.2,-8.975,0,20.6,155.064,24.6,2018-11-16,22,Lil Gotit,Golden One,0,0,0,3.1225,1,0,0,0,0
Lil Gotit: Cook Up,0,0.7020000000000001,93.3,48.2,0.0024100000000000002,1,12.7,-7.731,1,57.4,139.94,28.999999999999996,2018-11-16,28,Lil Gotit,Cook Up,0,0,0,1.9726833333333333,1,0,0,0,0
Little Mix: The National Manthem,0,77.5,40.7,10.5,0.0,5,9.04,-10.886,1,5.67,146.688,32.0,2018-11-16,20,Little Mix,The National Manthem,0,0,0,0.492,0,0,0,0,1
Little Mix: Woman Like Me (feat. Nicki Minaj),0,17.7,75.4,85.4,0.0,5,8.08,-3.449,0,6.08,75.002,80.0,2018-11-16,73,Little Mix,Woman Like Me (feat. Nicki Minaj),0,0,0,3.828666666666667,0,0,0,0,1
Little Mix: Think About Us,0,7.090000000000001,47.7,79.1,0.0,8,11.2,-3.3310000000000004,1,12.0,175.86900000000003,60.3,2018-11-16,62,Little Mix,Think About Us,0,0,0,3.9191166666666666,0,0,0,0,1
Little Mix: Strip (feat. Sharaya J),0,7.290000000000001,67.7,54.2,0.0,11,21.3,-7.01,0,34.1,123.751,46.0,2018-11-16,61,Little Mix,Strip (feat. Sharaya J),0,0,0,3.3202166666666666,0,0,0,0,1
Little Mix: Monster In Me,0,64.5,52.900000000000006,64.6,0.0,9,13.4,-4.371,1,8.219999999999999,145.56799999999998,40.5,2018-11-16,54,Little Mix,Monster In Me,0,0,0,3.7508833333333333,0,0,0,0,1
Little Mix: Joan of Arc,0,0.21100000000000002,81.4,62.7,0.124,8,6.069999999999999,-3.2939999999999996,1,4.99,100.01899999999999,60.3,2018-11-16,56,Little Mix,Joan of Arc,0,0,0,3.196,0,0,0,0,1
Little Mix: Love a Girl Right,0,2.1399999999999997,62.4,66.9,0.0,2,10.3,-5.011,0,8.92,99.959,50.2,2018-11-16,52,Little Mix,Love a Girl Right,0,0,0,3.048,0,0,0,0,1
Little Mix: American Boy,0,11.4,63.2,86.2,0.0,9,22.6,-4.218,0,9.54,77.024,78.3,2018-11-16,56,Little Mix,American Boy,0,0,0,3.1982166666666667,0,0,0,0,1
Little Mix: Told You So,0,36.0,66.6,43.2,0.0,6,7.03,-5.335,1,3.75,97.035,59.20000000000001,2018-11-16,55,Little Mix,Told You So,0,0,0,3.2142166666666667,0,0,0,0,1
Little Mix: Wasabi,0,0.451,84.7,65.6,0.08539999999999999,2,14.3,-4.976,1,11.5,114.001,23.4,2018-11-16,70,Little Mix,Wasabi,0,0,0,2.5797833333333333,0,0,0,0,1
Little Mix: More Than Words (feat. Kamille),0,14.3,61.9,56.49999999999999,0.0,9,10.9,-5.706,0,6.02,134.515,33.6,2018-11-16,55,Little Mix,More Than Words (feat. Kamille),0,0,0,3.314,0,0,0,0,1
Little Mix: Motivate,0,17.9,65.2,79.0,0.00020600000000000002,1,5.949999999999999,-5.122000000000001,1,6.75,145.99200000000002,61.6,2018-11-16,54,Little Mix,Motivate,0,0,0,3.362,0,0,0,0,1
Little Mix: Notice,0,35.1,44.5,59.5,0.0,1,11.5,-4.477,0,6.99,131.032,40.9,2018-11-16,53,Little Mix,Notice,0,0,0,3.5782166666666666,0,0,0,0,1
Little Mix: The Cure,0,27.399999999999995,60.5,74.8,0.0,8,10.3,-5.043,1,5.27,96.04299999999999,21.9,2018-11-16,53,Little Mix,The Cure,0,0,0,3.5888833333333334,0,0,0,0,1
Little Mix: Forget You Not,0,33.5,72.7,75.6,0.0,8,21.4,-4.507,1,4.29,104.995,69.0,2018-11-16,52,Little Mix,Forget You Not,0,0,0,3.1208833333333335,0,0,0,0,1
Little Mix: Woman's World,0,14.400000000000002,45.6,67.1,0.0,4,12.1,-5.159,0,5.67,163.828,16.4,2018-11-16,53,Little Mix,Woman's World,0,0,0,3.6291166666666665,0,0,0,0,1
Little Mix: The Cure (Stripped),0,77.2,74.0,35.6,0.0,0,6.93,-7.062,0,26.6,92.01700000000001,62.5,2018-11-16,50,Little Mix,The Cure (Stripped),0,0,0,1.7962166666666666,0,0,0,0,1
Cheat Codes: Only You,0,8.290000000000001,60.699999999999996,74.0,0.0,4,10.5,-4.793,0,17.2,108.05,21.9,2018-06-22,61,Cheat Codes,Only You,0,0,0,3.1566833333333335,0,0,1,0,1
Mariah Carey: GTFO,0,53.0,69.0,76.3,0.0971,6,15.1,-6.211,1,11.8,105.971,59.099999999999994,2018-11-16,51,Mariah Carey,GTFO,0,0,0,3.452,0,0,0,0,1
Mariah Carey: With You,0,25.3,59.3,39.1,0.0,8,8.95,-7.593999999999999,1,5.84,74.67699999999999,14.099999999999998,2018-11-16,52,Mariah Carey,With You,0,0,0,3.7931166666666667,0,0,0,0,1
Mariah Carey: Caution,0,36.4,71.0,57.2,0.0,10,12.9,-7.187,0,6.16,140.05200000000002,64.2,2018-11-16,52,Mariah Carey,Caution,0,0,0,3.26445,0,0,0,0,1
Mariah Carey: A No No,0,13.600000000000001,76.9,71.8,0.0,2,7.46,-5.504,1,16.4,89.994,70.5,2018-11-16,57,Mariah Carey,A No No,0,0,0,3.12955,0,0,0,0,1
Mariah Carey: The Distance (feat. Ty Dolla $ign),0,7.000000000000001,70.1,69.1,0.0,9,84.4,-5.937,1,8.08,131.843,58.70000000000001,2018-11-16,49,Mariah Carey,The Distance (feat. Ty Dolla $ign),0,0,0,3.459783333333333,0,0,0,0,1
Mariah Carey: Giving Me Life,0,58.20000000000001,49.3,44.4,0.0,0,37.6,-7.728,1,8.540000000000001,84.87700000000001,17.8,2018-11-16,49,Mariah Carey,Giving Me Life,0,0,0,6.138,0,0,0,0,1
Mariah Carey: One Mo' Gen,0,2.77,64.6,55.3,0.0,5,13.0,-6.992999999999999,1,4.390000000000001,109.943,33.4,2018-11-16,47,Mariah Carey,One Mo' Gen,0,0,0,3.421333333333333,0,0,0,0,1
Mariah Carey: 8th Grade,0,16.4,76.0,46.3,0.0,10,8.84,-6.511,1,5.99,126.93799999999999,18.4,2018-11-16,48,Mariah Carey,8th Grade,0,0,0,4.8071166666666665,0,0,0,0,1
Mariah Carey: Stay Long Love You (feat. Gunna),0,8.7,61.199999999999996,63.800000000000004,0.0,9,7.37,-6.234,0,12.1,173.926,81.6,2018-11-16,47,Mariah Carey,Stay Long Love You (feat. Gunna),0,0,0,3.0273333333333334,0,0,0,0,1
Mariah Carey: Portrait,0,84.8,54.0,26.5,0.0,6,6.0600000000000005,-8.802999999999999,0,3.2399999999999998,119.689,34.9,2018-11-16,46,Mariah Carey,Portrait,0,0,0,4.02045,0,0,0,0,1
Mark Knopfler: Trapper Man,0,59.599999999999994,67.7,53.29999999999999,2.83,2,9.71,-13.815,1,2.8899999999999997,99.441,69.6,2018-11-16,47,Mark Knopfler,Trapper Man,0,0,0,6.014883333333334,0,1,0,0,0
Mark Knopfler: Back On The Dance Floor,0,73.6,82.5,43.8,27.1,11,10.3,-14.953,0,3.35,120.53,91.4,2018-11-16,45,Mark Knopfler,Back On The Dance Floor,0,0,0,5.51245,0,1,0,0,0
Mark Knopfler: Nobody’s Child,0,81.2,67.2,20.5,7.82,5,7.76,-16.739,0,3.35,78.581,25.900000000000002,2018-11-16,43,Mark Knopfler,Nobody’s Child,0,0,0,4.28,0,1,0,0,0
Mark Knopfler: Just A Boy Away From Home,0,46.9,60.099999999999994,40.4,42.5,0,9.0,-12.552999999999999,1,2.55,84.06200000000001,67.2,2018-11-16,45,Mark Knopfler,Just A Boy Away From Home,0,0,0,5.207116666666667,0,1,0,0,0
Mark Knopfler: When You Leave,0,96.0,59.4,9.75,4.33,5,9.959999999999999,-20.039,0,3.56,77.577,33.5,2018-11-16,39,Mark Knopfler,When You Leave,0,0,0,4.21045,0,1,0,0,0
Mark Knopfler: Good On You Son,0,71.7,64.1,49.8,0.28300000000000003,5,6.3,-12.43,0,3.52,100.45700000000001,67.3,2018-11-16,45,Mark Knopfler,Good On You Son,0,0,0,5.63245,0,1,0,0,0
Mark Knopfler: My Bacon Roll,0,90.8,63.7,25.0,8.07,5,32.0,-17.146,1,2.79,81.044,5.949999999999999,2018-11-16,39,Mark Knopfler,My Bacon Roll,0,0,0,5.5937833333333336,0,1,0,0,0
Mark Knopfler: Nobody Does That,0,27.1,79.9,46.2,54.89999999999999,0,6.81,-13.546,1,4.17,93.40100000000001,93.3,2018-11-16,37,Mark Knopfler,Nobody Does That,0,0,0,5.25555,0,1,0,0,0
Mark Knopfler: Drovers’ Road,0,90.9,51.1,14.400000000000002,65.1,0,11.3,-16.199,0,3.04,128.489,19.8,2018-11-16,37,Mark Knopfler,Drovers’ Road,0,0,0,5.086033333333333,0,1,0,0,0
Mark Knopfler: One Song At A Time,0,80.2,62.6,38.6,39.6,0,6.72,-14.895999999999999,1,2.76,96.464,65.0,2018-11-16,38,Mark Knopfler,One Song At A Time,0,0,0,6.291083333333333,0,1,0,0,0
Mark Knopfler: Floating Away,0,88.4,74.6,23.1,53.2,5,8.85,-18.956,0,3.75,101.42399999999999,61.199999999999996,2018-11-16,36,Mark Knopfler,Floating Away,0,0,0,5.05,0,1,0,0,0
Mark Knopfler: Slow Learner,0,94.3,63.5,13.200000000000001,51.800000000000004,3,9.84,-19.55,0,3.29,91.323,36.9,2018-11-16,35,Mark Knopfler,Slow Learner,0,0,0,4.57045,0,1,0,0,0
Mark Knopfler: Heavy Up,0,57.60000000000001,85.0,38.0,3.06,8,7.23,-14.054,1,3.95,118.044,96.4,2018-11-16,36,Mark Knopfler,Heavy Up,0,0,0,6.00245,0,1,0,0,0
Mark Knopfler: Every Heart In The Room,0,72.8,79.4,27.9,5.57,4,8.53,-16.695999999999998,0,3.81,100.427,47.9,2018-11-16,45,Mark Knopfler,Every Heart In The Room,0,0,0,4.50905,0,1,0,0,0
Mark Knopfler: Rear View Mirror,0,62.6,60.4,49.6,0.642,5,11.4,-14.123,0,5.7700000000000005,80.128,93.2,2018-11-16,34,Mark Knopfler,Rear View Mirror,0,0,0,2.4914833333333335,0,1,0,0,0
Mark Knopfler: Matchstick Man,0,91.4,67.9,7.5,0.635,0,12.2,-18.090999999999998,1,4.63,93.33,49.7,2018-11-16,38,Mark Knopfler,Matchstick Man,0,0,0,2.8667166666666666,0,1,0,0,0
Michael Bublé: When I Fall In Love,0,71.8,22.8,34.2,1.3599999999999999,0,16.2,-8.038,1,3.1399999999999997,115.56200000000001,7.88,2018-11-16,58,Michael Bublé,When I Fall In Love,0,0,0,4.05845,0,0,0,0,1
Michael Bublé: I Only Have Eyes for You,0,53.5,69.3,43.5,0.000137,7,24.0,-4.177,0,3.84,117.59299999999999,48.8,2018-11-16,55,Michael Bublé,I Only Have Eyes for You,0,0,0,3.3809,0,0,0,0,1
Michael Bublé: Love You Anymore,0,86.9,69.3,25.7,0.0,6,11.0,-7.785,1,3.56,90.012,60.3,2018-11-16,67,Michael Bublé,Love You Anymore,0,0,0,3.04445,0,0,0,0,1
Michael Bublé: La vie en rose (feat. Cécile McLorin Salvant),0,80.7,45.9,26.700000000000003,0.0,0,11.9,-8.948,1,2.94,63.378,34.2,2018-11-16,57,Michael Bublé,La vie en rose (feat. Cécile McLorin Salvant),0,0,0,3.8327166666666668,0,0,0,0,1
Michael Bublé: My Funny Valentine,0,65.6,37.5,47.7,0.004210000000000001,3,15.6,-7.215,1,3.47,124.316,17.8,2018-11-16,53,Michael Bublé,My Funny Valentine,0,0,0,4.427583333333334,0,0,0,0,1
Michael Bublé: Such a Night,0,24.4,43.3,73.9,0.0,1,19.3,-3.22,1,7.48,173.25799999999998,77.9,2018-11-16,54,Michael Bublé,Such a Night,0,0,0,3.286,0,0,0,0,1
Michael Bublé: Forever Now,0,83.6,47.7,37.7,0.0,2,11.7,-6.053999999999999,1,3.2,131.593,45.3,2018-11-16,57,Michael Bublé,Forever Now,0,0,0,3.6708,0,0,0,0,1
Michael Bublé: Help Me Make It Through the Night (feat. Loren Allred),0,49.3,44.2,56.7,0.0,2,11.4,-5.207000000000001,1,3.01,78.998,43.9,2018-11-16,54,Michael Bublé,Help Me Make It Through the Night (feat. Loren Allred),0,0,0,3.7027,0,0,0,0,1
Michael Bublé: Unforgettable,0,55.50000000000001,44.2,48.9,0.000887,5,11.7,-6.157,1,2.69,91.179,32.6,2018-11-16,53,Michael Bublé,Unforgettable,0,0,0,3.1338,0,0,0,0,1
Michael Bublé: When You're Smiling,0,57.60000000000001,59.5,52.1,0.0,8,15.1,-4.196000000000001,1,6.13,75.587,49.9,2018-11-16,47,Michael Bublé,When You're Smiling,0,0,0,2.844866666666667,0,0,0,0,1
Michael Bublé: Where or When,0,80.4,22.4,30.0,0.10199999999999998,2,33.9,-7.095,1,3.34,129.54399999999998,21.3,2018-11-16,52,Michael Bublé,Where or When,0,0,0,3.09335,0,0,0,0,1
Michael Bublé: When You're Not Here,0,91.3,26.3,16.3,0.22699999999999998,11,12.0,-11.077,1,3.52,89.745,20.3,2018-11-16,51,Michael Bublé,When You're Not Here,0,0,0,3.6377,0,0,0,0,1
Michael Bublé: I Get a Kick Out of You,0,43.0,53.6,44.0,0.0,4,12.0,-4.235,0,3.2399999999999998,86.62100000000001,54.79999999999999,2018-11-16,52,Michael Bublé,I Get a Kick Out of You,0,0,0,2.951433333333333,0,0,0,0,1
Mumford & Sons: 42,0,22.7,33.1,52.300000000000004,0.11399999999999999,5,14.400000000000002,-8.321,1,3.75,87.78200000000001,30.5,2018-11-16,53,Mumford & Sons,42,0,0,0,4.015633333333334,0,1,0,0,0
Mumford & Sons: Guiding Light,0,6.3,55.3,71.1,0.0008410000000000001,7,7.59,-7.7139999999999995,1,4.53,99.99700000000001,29.9,2018-11-16,58,Mumford & Sons,Guiding Light,0,0,0,3.6272166666666665,0,1,0,0,0
Mumford & Sons: Woman,0,66.2,59.20000000000001,55.50000000000001,45.2,1,11.1,-10.499,0,3.81,156.957,14.2,2018-11-16,57,Mumford & Sons,Woman,0,0,0,4.5758833333333335,0,1,0,0,0
Mumford & Sons: Beloved,0,0.539,44.5,77.3,15.299999999999999,2,13.100000000000001,-7.227,1,4.41,191.96599999999998,31.3,2018-11-16,59,Mumford & Sons,Beloved,0,0,0,4.418266666666667,0,1,0,0,0
Mumford & Sons: The Wild,0,73.4,46.5,26.700000000000003,67.8,0,20.5,-14.264000000000001,1,3.15,132.002,7.57,2018-11-16,52,Mumford & Sons,The Wild,0,0,0,5.528216666666666,0,1,0,0,0
Mumford & Sons: October Skies,0,83.7,46.8,18.2,1.32,0,6.78,-15.562000000000001,1,4.01,155.102,3.82,2018-11-16,49,Mumford & Sons,October Skies,0,0,0,3.7281,0,1,0,0,0
Mumford & Sons: Slip Away,0,12.8,50.3,59.8,9.83,2,10.6,-8.273,1,3.62,162.905,19.6,2018-11-16,52,Mumford & Sons,Slip Away,0,0,0,4.919266666666666,0,1,0,0,0
Mumford & Sons: Rose Of Sharon,0,32.8,67.0,56.7,1.5,2,8.73,-9.732000000000001,1,3.5700000000000003,139.995,43.4,2018-11-16,50,Mumford & Sons,Rose Of Sharon,0,0,0,3.395016666666667,0,1,0,0,0
Mumford & Sons: Picture You,0,44.3,64.2,52.0,0.7140000000000001,6,15.299999999999999,-10.925,1,8.219999999999999,159.88299999999998,32.0,2018-11-16,52,Mumford & Sons,Picture You,0,0,0,4.053933333333333,0,1,0,0,0
Mumford & Sons: Darkness Visible,0,8.55,39.1,62.6,75.8,11,6.67,-9.286,0,7.1,160.222,21.7,2018-11-16,46,Mumford & Sons,Darkness Visible,0,0,0,3.18375,0,1,0,0,0
Mumford & Sons: If I Say,0,26.400000000000002,44.0,49.2,1.1400000000000001,2,9.17,-9.532,0,3.5900000000000003,99.96600000000001,6.32,2018-11-16,49,Mumford & Sons,If I Say,0,0,0,4.4978,0,1,0,0,0
Mumford & Sons: Wild Heart,0,87.5,51.7,23.3,0.247,7,6.25,-14.427,0,4.78,81.267,25.2,2018-11-16,50,Mumford & Sons,Wild Heart,0,0,0,5.09045,0,1,0,0,0
Mumford & Sons: Forever,0,38.6,38.8,37.1,0.0593,11,12.1,-10.096,1,4.05,137.69299999999998,9.58,2018-11-16,50,Mumford & Sons,Forever,0,0,0,4.613,0,1,0,0,0
Mumford & Sons: Delta,0,11.1,53.900000000000006,43.1,0.262,2,5.35,-10.117,1,4.33,119.48899999999999,20.4,2018-11-16,53,Mumford & Sons,Delta,0,0,0,6.270666666666667,0,1,0,0,0
The Smashing Pumpkins: Knights Of Malta,0,0.335,40.0,87.6,1.53,3,20.9,-1.8219999999999998,1,5.41,79.35,26.1,2018-11-16,34,The Smashing Pumpkins,Knights Of Malta,0,0,0,4.625816666666666,0,1,0,0,1
The Smashing Pumpkins: Silvery Sometimes (Ghosts),0,0.00473,56.00000000000001,96.6,0.129,2,17.9,-1.018,1,3.53,130.968,46.8,2018-11-16,38,The Smashing Pumpkins,Silvery Sometimes (Ghosts),0,0,0,3.5110166666666665,0,1,0,0,1
The Smashing Pumpkins: Travels,0,0.0018100000000000002,55.1,91.6,41.0,9,33.4,-2.54,0,4.24,116.995,31.1,2018-11-16,28,The Smashing Pumpkins,Travels,0,0,0,5.386,0,1,0,0,1
The Smashing Pumpkins: Solara,0,0.020099999999999996,54.29999999999999,87.2,16.0,4,11.3,-3.035,1,6.8500000000000005,123.447,36.3,2018-11-16,33,The Smashing Pumpkins,Solara,0,0,0,4.35395,0,1,0,0,1
The Smashing Pumpkins: Alienation,0,0.5559999999999999,35.5,86.0,0.0395,11,9.27,-2.92,0,5.86,98.913,11.7,2018-11-16,25,The Smashing Pumpkins,Alienation,0,0,0,5.030716666666667,0,1,0,0,1
The Smashing Pumpkins: Marchin' On,0,0.0034899999999999996,32.1,98.5,39.8,10,21.1,-0.857,1,12.8,161.31799999999998,55.50000000000001,2018-11-16,33,The Smashing Pumpkins,Marchin' On,0,0,0,2.6636,0,1,0,0,1
The Smashing Pumpkins: With Sympathy,0,0.0013000000000000002,67.6,81.4,2.11,7,18.1,-2.8819999999999997,1,3.63,112.965,43.0,2018-11-16,25,The Smashing Pumpkins,With Sympathy,0,0,0,3.5008833333333333,0,1,0,0,1
The Smashing Pumpkins: Seek And You Shall Destroy,0,0.0023899999999999998,48.9,97.1,0.21,1,6.069999999999999,-1.7890000000000001,1,5.67,145.279,54.29999999999999,2018-11-16,25,The Smashing Pumpkins,Seek And You Shall Destroy,0,0,0,2.76215,0,1,0,0,1
Eros Ramazzotti: Per Il Resto Tutto Bene,0,3.3000000000000003,59.699999999999996,77.9,0.0,9,11.2,-4.856,1,8.08,123.506,60.699999999999996,2018-11-23,40,Eros Ramazzotti,Per Il Resto Tutto Bene,0,0,0,3.41155,0,0,0,0,1
Eros Ramazzotti: Vita Ce N'è,0,1.0699999999999998,59.699999999999996,85.8,0.0,0,9.379999999999999,-3.735,1,3.49,96.024,37.8,2018-11-23,48,Eros Ramazzotti,Vita Ce N'è,0,0,0,3.18355,0,0,0,0,1
Eros Ramazzotti: Vale Per Sempre (feat. Alessia Cara),0,44.6,55.39999999999999,70.7,0.0,9,17.3,-4.893,1,8.62,74.998,47.1,2018-11-23,44,Eros Ramazzotti,Vale Per Sempre (feat. Alessia Cara),0,0,0,3.40555,0,0,0,0,1
Eros Ramazzotti: Siamo,0,14.3,63.5,90.9,0.0,5,12.0,-3.165,0,4.52,120.07,49.5,2018-11-23,51,Eros Ramazzotti,Siamo,0,0,0,3.64045,0,0,0,0,1
Eros Ramazzotti: In Primo Piano,0,74.7,48.9,44.3,0.0,7,10.8,-6.885,1,3.53,115.601,28.6,2018-11-23,44,Eros Ramazzotti,In Primo Piano,0,0,0,3.68555,0,0,0,0,1
Eros Ramazzotti: Ti Dichiaro Amore,0,10.6,54.2,70.0,0.0,1,10.4,-4.063,1,20.1,66.785,52.300000000000004,2018-11-23,39,Eros Ramazzotti,Ti Dichiaro Amore,0,0,0,3.5953333333333335,0,0,0,0,1
Eros Ramazzotti: Per Le Strade Una Canzone (feat. Luis Fonsi),0,22.8,71.5,87.5,0.0,10,26.5,-3.412,1,9.68,93.039,56.99999999999999,2018-11-23,58,Eros Ramazzotti,Per Le Strade Una Canzone (feat. Luis Fonsi),0,0,0,3.5102166666666665,0,0,0,0,1
Eros Ramazzotti: Una Vita Nuova,0,29.100000000000005,63.7,80.8,0.0,0,7.33,-4.829,1,34.4,99.816,41.0,2018-11-23,39,Eros Ramazzotti,Una Vita Nuova,0,0,0,3.532,0,0,0,0,1
Eros Ramazzotti: Ho Bisogno Di Te,0,26.200000000000003,45.3,67.3,0.0,4,9.73,-6.197,1,14.899999999999999,137.743,26.3,2018-11-23,39,Eros Ramazzotti,Ho Bisogno Di Te,0,0,0,3.3731166666666668,0,0,0,0,1
Eros Ramazzotti: Due Volontà,0,52.6,55.60000000000001,52.7,0.0,0,12.2,-6.465,1,5.18,79.501,27.6,2018-11-23,37,Eros Ramazzotti,Due Volontà,0,0,0,3.5577833333333335,0,0,0,0,1
Eros Ramazzotti: Nati Per Amare,0,0.16199999999999998,62.2,77.5,0.00265,0,7.39,-5.81,1,2.34,98.01100000000001,50.1,2018-11-23,38,Eros Ramazzotti,Nati Per Amare,0,0,0,4.28245,0,0,0,0,1
Eros Ramazzotti: Dall'Altra Parte Dell'Infinito,0,44.7,40.8,51.7,0.0,7,11.0,-6.285,0,5.43,74.933,19.6,2018-11-23,36,Eros Ramazzotti,Dall'Altra Parte Dell'Infinito,0,0,0,3.9688833333333333,0,0,0,0,1
Eros Ramazzotti: Buonamore,0,71.9,51.0,51.800000000000004,0.0,3,10.9,-5.757000000000001,0,6.68,85.59100000000001,35.0,2018-11-23,37,Eros Ramazzotti,Buonamore,0,0,0,3.71045,0,0,0,0,1
Eros Ramazzotti: Avanti Così,0,20.5,76.0,73.3,0.000261,11,14.7,-5.195,0,7.89,159.94,65.3,2018-11-23,36,Eros Ramazzotti,Avanti Così,0,0,0,3.44045,0,0,0,0,1
Eros Ramazzotti: Per Il Resto Tutto Bene (feat. Helene Fischer),0,9.0,59.8,79.3,0.0,9,30.099999999999998,-4.731,1,9.959999999999999,123.979,51.7,2018-11-23,44,Eros Ramazzotti,Per Il Resto Tutto Bene (feat. Helene Fischer),0,0,0,3.4113333333333333,0,0,0,0,1
