,track,artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,duration_ms,release_date,id,artist_id,track_id,popularity,analysis_url,time_signature,track_href,type,uri,index,matches
9474,"Thunder & Rain Sounds, Pt. 31",Sleepy John,2.99e-05,0.164,0.156,0.921,1,0.71,-38.64,1,0.046,89.785,0.188,71952,2018-11-20,371JpSoohaoN5xytB5B10K,3GLXuBAGaatiaRS3NmGpXO,371JpSoohaoN5xytB5B10K,45,https://api.spotify.com/v1/audio-analysis/371JpSoohaoN5xytB5B10K,4,https://api.spotify.com/v1/tracks/371JpSoohaoN5xytB5B10K,audio_features,spotify:track:371JpSoohaoN5xytB5B10K,"Thunder & Rain Sounds, Pt. 31 Sleepy John",Thunder Imagine Dragons
9475,Jumanji,B Young,0.279,0.791,0.473,0.0,10,0.0959,-9.86,0,0.25,95.948,0.603,173154,2018-01-05,4PzsYXrHh4r2BxtpNjtvoF,7JMwO9tyFPMsb2KnsJqZlp,4PzsYXrHh4r2BxtpNjtvoF,65,https://api.spotify.com/v1/audio-analysis/4PzsYXrHh4r2BxtpNjtvoF,4,https://api.spotify.com/v1/tracks/4PzsYXrHh4r2BxtpNjtvoF,audio_features,spotify:track:4PzsYXrHh4r2BxtpNjtvoF,Jumanji B Young,Havana Camila Cabello Featuring Young Thug
9476,Never Meant To Call,Claud,0.17,0.711,0.653,0.0142,5,0.0985,-8.224,1,0.054,75.006,0.697,177600,2018-11-20,5b5wCUEao71E5iME5fPl93,5MaQlvNGOaTj39apHsXVq1,5b5wCUEao71E5iME5fPl93,42,https://api.spotify.com/v1/audio-analysis/5b5wCUEao71E5iME5fPl93,4,https://api.spotify.com/v1/tracks/5b5wCUEao71E5iME5fPl93,audio_features,spotify:track:5b5wCUEao71E5iME5fPl93,Never Meant To Call Claud,Meant To Be Bebe Rexha & Florida Georgia Line
9477,Incense & Iron,Powerwolf,0.000228,0.487,0.952,0.0,1,0.161,-4.429,0,0.0613,125.993,0.329,237933,2018-07-20,0OIjj9Y5Dk4MlFsyJBzJIa,5HFkc3t0HYETL4JeEbDB1v,0OIjj9Y5Dk4MlFsyJBzJIa,42,https://api.spotify.com/v1/audio-analysis/0OIjj9Y5Dk4MlFsyJBzJIa,4,https://api.spotify.com/v1/tracks/0OIjj9Y5Dk4MlFsyJBzJIa,audio_features,spotify:track:0OIjj9Y5Dk4MlFsyJBzJIa,Incense & Iron Powerwolf,
9478,You're On My Mind,Tom Misch,0.572,0.785,0.394,0.000801,4,0.111,-8.01,1,0.0392,100.002,0.131,258747,2018-04-06,0ORL2BIQwHdshE8Zp2En2M,1uiEZYehlNivdK3iQyAbye,0ORL2BIQwHdshE8Zp2En2M,54,https://api.spotify.com/v1/audio-analysis/0ORL2BIQwHdshE8Zp2En2M,4,https://api.spotify.com/v1/tracks/0ORL2BIQwHdshE8Zp2En2M,audio_features,spotify:track:0ORL2BIQwHdshE8Zp2En2M,You're On My Mind Tom Misch,All I Want For Christmas Is You Mariah Carey
9479,2young,Stop Light Observations,0.118,0.704,0.66,0.00372,2,0.389,-7.698,1,0.0437,155.085,0.469,225815,2018-10-10,0YYYnjGL5VV9thEHIaGU4h,2EOIjdzbFGRM87IvJU34JJ,0YYYnjGL5VV9thEHIaGU4h,44,https://api.spotify.com/v1/audio-analysis/0YYYnjGL5VV9thEHIaGU4h,4,https://api.spotify.com/v1/tracks/0YYYnjGL5VV9thEHIaGU4h,audio_features,spotify:track:0YYYnjGL5VV9thEHIaGU4h,2young Stop Light Observations,The Light Is Coming Ariana Grande Featuring Nicki Minaj
9481,"Save All That Love (feat. Mozzy, Mistah F.A.B. & Nef The Pharaoh)",Too $hort,0.049,0.661,0.916,0.0,0,0.0997,-6.032,0,0.248,95.989,0.776,212451,2018-11-09,2hCsQb0CB2zk6L4tFzX0vQ,4sb7rZNN93BSS6Gqgepo4v,2hCsQb0CB2zk6L4tFzX0vQ,43,https://api.spotify.com/v1/audio-analysis/2hCsQb0CB2zk6L4tFzX0vQ,4,https://api.spotify.com/v1/tracks/2hCsQb0CB2zk6L4tFzX0vQ,audio_features,spotify:track:2hCsQb0CB2zk6L4tFzX0vQ,"Save All That Love (feat. Mozzy, Mistah F.A.B. & Nef The Pharaoh) Too $hort",No Limit G-Eazy Featuring A$AP Rocky & Cardi B
9482,FLOWER ROAD,BIGBANG,0.124,0.709,0.654,0.0,1,0.15,-4.765,0,0.0858,94.858,0.624,228632,2018-03-13,37DVuXUPIFPsYBmr6hBoxA,4Kxlr1PRlDKEB0ekOCyHgX,37DVuXUPIFPsYBmr6hBoxA,53,https://api.spotify.com/v1/audio-analysis/37DVuXUPIFPsYBmr6hBoxA,4,https://api.spotify.com/v1/tracks/37DVuXUPIFPsYBmr6hBoxA,audio_features,spotify:track:37DVuXUPIFPsYBmr6hBoxA,FLOWER ROAD BIGBANG,Old Town Road Lil Nas X Featuring Billy Ray Cyrus
9483,Yet Not I but Through Christ in Me,CityAlight,0.495,0.473,0.449,0.0,0,0.158,-8.63,1,0.0259,71.99,0.245,331839,2018-11-11,439tGS9rVbyTjj5SmneD56,4UNta2jPQJ844nyw1bsyPg,439tGS9rVbyTjj5SmneD56,47,https://api.spotify.com/v1/audio-analysis/439tGS9rVbyTjj5SmneD56,4,https://api.spotify.com/v1/tracks/439tGS9rVbyTjj5SmneD56,audio_features,spotify:track:439tGS9rVbyTjj5SmneD56,Yet Not I but Through Christ in Me CityAlight,I Fall Apart Post Malone
9484,Straight to My Head,You Me At Six,0.00625,0.527,0.932,0.0,8,0.167,-3.275,1,0.0421,132.005,0.579,217040,2018-10-05,0J8KmsNtnDY0FdfCD1i2zx,1kNQXvepPjaPgUfeDAF2h6,0J8KmsNtnDY0FdfCD1i2zx,53,https://api.spotify.com/v1/audio-analysis/0J8KmsNtnDY0FdfCD1i2zx,4,https://api.spotify.com/v1/tracks/0J8KmsNtnDY0FdfCD1i2zx,audio_features,spotify:track:0J8KmsNtnDY0FdfCD1i2zx,Straight to My Head You Me At Six,Bad At Love Halsey
9485,Enough to Believe,Bob Moses,0.512,0.681,0.407,0.00753,5,0.111,-12.366,0,0.0297,109.979,0.294,279573,2018-09-14,0fDf7Fo4Lb6DA1mmKibSNc,6LHsnRBUYhFyt01PdKXAF5,0fDf7Fo4Lb6DA1mmKibSNc,52,https://api.spotify.com/v1/audio-analysis/0fDf7Fo4Lb6DA1mmKibSNc,4,https://api.spotify.com/v1/tracks/0fDf7Fo4Lb6DA1mmKibSNc,audio_features,spotify:track:0fDf7Fo4Lb6DA1mmKibSNc,Enough to Believe Bob Moses,Meant To Be Bebe Rexha & Florida Georgia Line
9486,Save Yourself - NGHTMRE VIP REMIX,The Chainsmokers,0.000982,0.458,0.928,0.0257,4,0.14,-3.776,0,0.0602,146.043,0.0637,141373,2018-12-07,0xCdQ9jYFDENkE2ck73CAc,69GGBxA162lTqCwzJG5jLp,0xCdQ9jYFDENkE2ck73CAc,48,https://api.spotify.com/v1/audio-analysis/0xCdQ9jYFDENkE2ck73CAc,4,https://api.spotify.com/v1/tracks/0xCdQ9jYFDENkE2ck73CAc,audio_features,spotify:track:0xCdQ9jYFDENkE2ck73CAc,Save Yourself - NGHTMRE VIP REMIX The Chainsmokers,Feel It Still Portugal. The Man
9487,Wave Rider (From Hotel Transylvania 3),Tiësto,0.000232,0.637,0.982,0.853,5,0.111,-5.243,1,0.464,140.048,0.344,171429,2018-04-20,4DYsxBBZNIrRdWRm5JSjQX,2o5jDhtHVPhrJdv3cEQ99Z,4DYsxBBZNIrRdWRm5JSjQX,52,https://api.spotify.com/v1/audio-analysis/4DYsxBBZNIrRdWRm5JSjQX,4,https://api.spotify.com/v1/tracks/4DYsxBBZNIrRdWRm5JSjQX,audio_features,spotify:track:4DYsxBBZNIrRdWRm5JSjQX,Wave Rider (From Hotel Transylvania 3) Tiësto,Hotel Key Old Dominion
9488,Numb,Croosh,0.674,0.744,0.393,3.48e-05,2,0.092,-8.539,1,0.072,119.626,0.225,148000,2018-02-25,4LWqTbqzpXa8V3qSrEYxl9,0khqcsFxd6ans7Zh1JqraT,4LWqTbqzpXa8V3qSrEYxl9,46,https://api.spotify.com/v1/audio-analysis/4LWqTbqzpXa8V3qSrEYxl9,4,https://api.spotify.com/v1/tracks/4LWqTbqzpXa8V3qSrEYxl9,audio_features,spotify:track:4LWqTbqzpXa8V3qSrEYxl9,Numb Croosh,Numb XXXTENTACION
9489,Sooner or Later,Mike Stud,0.811,0.749,0.381,1.14e-05,8,0.0945,-11.888,1,0.0682,128.067,0.485,200072,2018-11-12,4hrKeswQV5QObE9SpTM6Ai,5G9kmDLg3OeUyj8KVBLzbu,4hrKeswQV5QObE9SpTM6Ai,45,https://api.spotify.com/v1/audio-analysis/4hrKeswQV5QObE9SpTM6Ai,4,https://api.spotify.com/v1/tracks/4hrKeswQV5QObE9SpTM6Ai,audio_features,spotify:track:4hrKeswQV5QObE9SpTM6Ai,Sooner or Later Mike Stud,Sativa Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
9490,I Don't Miss You,Eric Nam,0.405,0.849,0.564,0.0,7,0.151,-5.559,0,0.0694,108.056,0.794,172635,2018-11-08,42I5z4IRj90oQ5iyk6aqGc,2FLqlgckDKdmpBrvLAT5BM,42I5z4IRj90oQ5iyk6aqGc,52,https://api.spotify.com/v1/audio-analysis/42I5z4IRj90oQ5iyk6aqGc,4,https://api.spotify.com/v1/tracks/42I5z4IRj90oQ5iyk6aqGc,audio_features,spotify:track:42I5z4IRj90oQ5iyk6aqGc,I Don't Miss You Eric Nam,All I Want For Christmas Is You Mariah Carey
9492,"Thunder & Rain Sounds, Pt. 30",Sleepy John,7.4e-05,0.205,0.174,0.941,1,0.271,-38.531,1,0.0628,56.242,0.12,65323,2018-11-20,7a6xOSD0Hu7Jo3cXyWBWkE,3GLXuBAGaatiaRS3NmGpXO,7a6xOSD0Hu7Jo3cXyWBWkE,45,https://api.spotify.com/v1/audio-analysis/7a6xOSD0Hu7Jo3cXyWBWkE,4,https://api.spotify.com/v1/tracks/7a6xOSD0Hu7Jo3cXyWBWkE,audio_features,spotify:track:7a6xOSD0Hu7Jo3cXyWBWkE,"Thunder & Rain Sounds, Pt. 30 Sleepy John",Thunder Imagine Dragons
9493,Se Motiva,Jd Pantoja,0.104,0.777,0.638,0.0,1,0.0969,-7.329,1,0.0378,96.007,0.886,192500,2018-12-13,0zStlMR0aulv5LvjZLNMxY,7yjRUA0Iz3VI4Kqa5oPJZK,0zStlMR0aulv5LvjZLNMxY,61,https://api.spotify.com/v1/audio-analysis/0zStlMR0aulv5LvjZLNMxY,4,https://api.spotify.com/v1/tracks/0zStlMR0aulv5LvjZLNMxY,audio_features,spotify:track:0zStlMR0aulv5LvjZLNMxY,Se Motiva Jd Pantoja,
9494,Me Vas a Extrañar,Carolina Ross,0.874,0.799,0.36,0.0,11,0.163,-7.629,1,0.0387,119.971,0.425,179460,2018-06-01,1SAZFG8t1qjlzNZYdXswqw,5wx70QuZtxRUIIYek3RSaV,1SAZFG8t1qjlzNZYdXswqw,57,https://api.spotify.com/v1/audio-analysis/1SAZFG8t1qjlzNZYdXswqw,3,https://api.spotify.com/v1/tracks/1SAZFG8t1qjlzNZYdXswqw,audio_features,spotify:track:1SAZFG8t1qjlzNZYdXswqw,Me Vas a Extrañar Carolina Ross,No Limit G-Eazy Featuring A$AP Rocky & Cardi B
9495,"Everything Good, Everything Right",Lil Yachty,0.037,0.712,0.716,0.116,7,0.128,-5.217,1,0.0326,139.944,0.142,178417,2018-10-19,0EDM6J5Z4au6l7e4LUJ3Zb,6icQOAFXDZKsumw3YXyusw,0EDM6J5Z4au6l7e4LUJ3Zb,45,https://api.spotify.com/v1/audio-analysis/0EDM6J5Z4au6l7e4LUJ3Zb,5,https://api.spotify.com/v1/tracks/0EDM6J5Z4au6l7e4LUJ3Zb,audio_features,spotify:track:0EDM6J5Z4au6l7e4LUJ3Zb,"Everything Good, Everything Right Lil Yachty",Gucci Gang Lil Pump
9496,VINTAGE DIOR,$NOT,0.874,0.716,0.414,4.2e-05,10,0.136,-12.536,1,0.34,147.974,0.698,119683,2018-08-20,4LS6xLmYwTUURADEIrmNaT,5IbEL2xjRtKsunfmsahLuO,4LS6xLmYwTUURADEIrmNaT,46,https://api.spotify.com/v1/audio-analysis/4LS6xLmYwTUURADEIrmNaT,4,https://api.spotify.com/v1/tracks/4LS6xLmYwTUURADEIrmNaT,audio_features,spotify:track:4LS6xLmYwTUURADEIrmNaT,VINTAGE DIOR $NOT,Sorry Not Sorry Demi Lovato
9497,Chitty Bang (feat. Jake Paul),Erika Costell,0.0717,0.752,0.579,1.02e-06,6,0.0945,-8.085,0,0.179,92.101,0.136,216522,2018-05-18,4XJfD853zElJvToMiXia59,0cebSi3RnCJctXRkjEwFgM,4XJfD853zElJvToMiXia59,46,https://api.spotify.com/v1/audio-analysis/4XJfD853zElJvToMiXia59,4,https://api.spotify.com/v1/tracks/4XJfD853zElJvToMiXia59,audio_features,spotify:track:4XJfD853zElJvToMiXia59,Chitty Bang (feat. Jake Paul) Erika Costell,
9498,mama i'm so sorry..,GOLDN,0.438,0.632,0.607,0.0,11,0.0888,-3.827,0,0.0336,105.139,0.221,151146,2018-06-15,5Bm7qjdpAhwJQ3oDiSJxWN,6wUAn24MOirNVNqQM47fda,5Bm7qjdpAhwJQ3oDiSJxWN,45,https://api.spotify.com/v1/audio-analysis/5Bm7qjdpAhwJQ3oDiSJxWN,4,https://api.spotify.com/v1/tracks/5Bm7qjdpAhwJQ3oDiSJxWN,audio_features,spotify:track:5Bm7qjdpAhwJQ3oDiSJxWN,mama i'm so sorry.. GOLDN,All I Want For Christmas Is You Mariah Carey
9499,Leja Re,Dhvani Bhanushali,0.558,0.791,0.761,0.0,1,0.107,-4.414,1,0.06,100.031,0.449,205975,2018-11-24,68iBMrMRc1rg4eAxJbvxch,1OPqAyxsQc8mcRmoNBAnVk,68iBMrMRc1rg4eAxJbvxch,58,https://api.spotify.com/v1/audio-analysis/68iBMrMRc1rg4eAxJbvxch,4,https://api.spotify.com/v1/tracks/68iBMrMRc1rg4eAxJbvxch,audio_features,spotify:track:68iBMrMRc1rg4eAxJbvxch,Leja Re Dhvani Bhanushali,
9500,Mindscape,Voyager,0.907,0.0851,0.136,0.892,11,0.115,-21.126,0,0.0398,177.688,0.0359,194836,2018-07-11,6G0PHL9x6sBtDmqwzVaw26,4nvRxWe5SwOuTDQZ500nzo,6G0PHL9x6sBtDmqwzVaw26,46,https://api.spotify.com/v1/audio-analysis/6G0PHL9x6sBtDmqwzVaw26,4,https://api.spotify.com/v1/tracks/6G0PHL9x6sBtDmqwzVaw26,audio_features,spotify:track:6G0PHL9x6sBtDmqwzVaw26,Mindscape Voyager,
9501,Te Quiero Ver,Ceaese,0.411,0.769,0.839,0.0,7,0.324,-3.765,0,0.0606,90.019,0.547,205189,2018-08-16,6Xfz4YNwwIcFRyfW3QQZVp,580taoAhpqvyGCRoJsVdw9,6Xfz4YNwwIcFRyfW3QQZVp,67,https://api.spotify.com/v1/audio-analysis/6Xfz4YNwwIcFRyfW3QQZVp,4,https://api.spotify.com/v1/tracks/6Xfz4YNwwIcFRyfW3QQZVp,audio_features,spotify:track:6Xfz4YNwwIcFRyfW3QQZVp,Te Quiero Ver Ceaese,"Te Bote Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
9502,Glo Ride,Hot Flash Heat Wave,0.000469,0.514,0.661,0.0569,3,0.31,-4.842,0,0.0279,75.034,0.28,206046,2018-03-01,7luPjDIAF3fpbsc0lftsX9,33LSz2nhC8pCPTb3pd5add,7luPjDIAF3fpbsc0lftsX9,45,https://api.spotify.com/v1/audio-analysis/7luPjDIAF3fpbsc0lftsX9,4,https://api.spotify.com/v1/tracks/7luPjDIAF3fpbsc0lftsX9,audio_features,spotify:track:7luPjDIAF3fpbsc0lftsX9,Glo Ride Hot Flash Heat Wave,
9503,VIBE,Just A Gent,0.114,0.829,0.779,4.16e-06,1,0.0534,-5.722,0,0.219,126.039,0.539,245724,2018-09-04,2w3Uc0eGOJcxrgG6NZUvQN,1kwGj7uDO5WXVXtQLvGJr0,2w3Uc0eGOJcxrgG6NZUvQN,44,https://api.spotify.com/v1/audio-analysis/2w3Uc0eGOJcxrgG6NZUvQN,4,https://api.spotify.com/v1/tracks/2w3Uc0eGOJcxrgG6NZUvQN,audio_features,spotify:track:2w3Uc0eGOJcxrgG6NZUvQN,VIBE Just A Gent,No Limit G-Eazy Featuring A$AP Rocky & Cardi B
9504,Popular,Jhay Cortez,0.194,0.715,0.759,0.0,6,0.124,-4.758,0,0.0661,172.027,0.53,215040,2018-05-18,3PcrVmskwoYaFWg2kuaq6B,0EFisYRi20PTADoJrifHrz,3PcrVmskwoYaFWg2kuaq6B,50,https://api.spotify.com/v1/audio-analysis/3PcrVmskwoYaFWg2kuaq6B,4,https://api.spotify.com/v1/tracks/3PcrVmskwoYaFWg2kuaq6B,audio_features,spotify:track:3PcrVmskwoYaFWg2kuaq6B,Popular Jhay Cortez,
9505,I Wish You Were Here,HRVY,0.0147,0.898,0.51,0.0,0,0.0745,-6.392,1,0.0386,112.022,0.758,125784,2018-09-20,4jreMpU6moUyUhAea1YNVq,28y6CyJNkGNjJQKrlx4AmN,4jreMpU6moUyUhAea1YNVq,55,https://api.spotify.com/v1/audio-analysis/4jreMpU6moUyUhAea1YNVq,4,https://api.spotify.com/v1/tracks/4jreMpU6moUyUhAea1YNVq,audio_features,spotify:track:4jreMpU6moUyUhAea1YNVq,I Wish You Were Here HRVY,All I Want For Christmas Is You Mariah Carey
9506,Soy De La,El de La Guitarra,0.601,0.739,0.784,0.0,4,0.149,-3.284,1,0.0373,120.169,0.868,167251,2018-09-24,1tRKJ5Ov5meBRAg7B9rab6,0LIyZkH7LLbsA9T4YwUnEk,1tRKJ5Ov5meBRAg7B9rab6,47,https://api.spotify.com/v1/audio-analysis/1tRKJ5Ov5meBRAg7B9rab6,3,https://api.spotify.com/v1/tracks/1tRKJ5Ov5meBRAg7B9rab6,audio_features,spotify:track:1tRKJ5Ov5meBRAg7B9rab6,Soy De La El de La Guitarra,El Bano Enrique Iglesias Featuring Bad Bunny
9507,My Way (ft. Alice Berg),Nicky Romero,0.031,0.648,0.699,0.0,1,0.119,-5.89,0,0.0296,105.05,0.371,178286,2018-11-30,3DRO7mNexOUzVuzstSAMvX,5ChF3i92IPZHduM7jN3dpg,3DRO7mNexOUzVuzstSAMvX,53,https://api.spotify.com/v1/audio-analysis/3DRO7mNexOUzVuzstSAMvX,4,https://api.spotify.com/v1/tracks/3DRO7mNexOUzVuzstSAMvX,audio_features,spotify:track:3DRO7mNexOUzVuzstSAMvX,My Way (ft. Alice Berg) Nicky Romero,My Dawg Lil Baby
9508,I Saw The Light,Josh Turner,0.238,0.53,0.704,0.000166,3,0.0963,-6.125,1,0.03,91.963,0.279,201480,2018-10-26,3S0dPaZYCax8OnwTFEoEPw,7vCtweS8UVAXTyau2j0rDT,3S0dPaZYCax8OnwTFEoEPw,44,https://api.spotify.com/v1/audio-analysis/3S0dPaZYCax8OnwTFEoEPw,4,https://api.spotify.com/v1/tracks/3S0dPaZYCax8OnwTFEoEPw,audio_features,spotify:track:3S0dPaZYCax8OnwTFEoEPw,I Saw The Light Josh Turner,All I Want For Christmas Is You Mariah Carey
9509,Borrow (One Day at a Time),Josh Wilson,0.268,0.612,0.724,0.0,0,0.141,-4.953,1,0.0682,159.988,0.83,236867,2018-11-09,6YRH2KrxZTsHENXE9VF68h,1SbnQl7KrIVnXhYcQcMjL2,6YRH2KrxZTsHENXE9VF68h,44,https://api.spotify.com/v1/audio-analysis/6YRH2KrxZTsHENXE9VF68h,4,https://api.spotify.com/v1/tracks/6YRH2KrxZTsHENXE9VF68h,audio_features,spotify:track:6YRH2KrxZTsHENXE9VF68h,Borrow (One Day at a Time) Josh Wilson,Bad At Love Halsey
9510,Sálvame (Del Olvido),Lipid Sael,0.0572,0.46,0.654,1.83e-06,6,0.0703,-6.644,1,0.0238,149.756,0.253,224000,2018-06-21,6wzsOZ9zeW95ErLSfQpOa7,4vJoB5C6nhhGkkhWZmfCeS,6wzsOZ9zeW95ErLSfQpOa7,57,https://api.spotify.com/v1/audio-analysis/6wzsOZ9zeW95ErLSfQpOa7,4,https://api.spotify.com/v1/tracks/6wzsOZ9zeW95ErLSfQpOa7,audio_features,spotify:track:6wzsOZ9zeW95ErLSfQpOa7,Sálvame (Del Olvido) Lipid Sael,
9511,Phenomenon,ODIE,0.862,0.626,0.309,0.738,0,0.111,-15.459,1,0.0345,96.188,0.12,181248,2018-04-06,2edZase3fgTjQMWKPPar5N,5aMIbwZQvP2MHPMVC5zCGj,2edZase3fgTjQMWKPPar5N,45,https://api.spotify.com/v1/audio-analysis/2edZase3fgTjQMWKPPar5N,4,https://api.spotify.com/v1/tracks/2edZase3fgTjQMWKPPar5N,audio_features,spotify:track:2edZase3fgTjQMWKPPar5N,Phenomenon ODIE,
9512,On Point,KSI,0.472,0.763,0.708,0.0,11,0.114,-7.253,1,0.26,138.0,0.308,250435,2018-08-17,4nz8f1Mm874xwNCYJp8myJ,1nzgtKYFckznkcVMR3Gg4z,4nz8f1Mm874xwNCYJp8myJ,54,https://api.spotify.com/v1/audio-analysis/4nz8f1Mm874xwNCYJp8myJ,4,https://api.spotify.com/v1/tracks/4nz8f1Mm874xwNCYJp8myJ,audio_features,spotify:track:4nz8f1Mm874xwNCYJp8myJ,On Point KSI,Walk On Water Eminem Featuring Beyonce
9513,Recollections,jrd.,0.891,0.799,0.0375,0.928,11,0.102,-15.162,1,0.456,78.132,0.615,147716,2018-06-02,5DaL1ihlNVFZ7qdiNds13f,47m9O7ZO0xLUBX51cfPdtp,5DaL1ihlNVFZ7qdiNds13f,46,https://api.spotify.com/v1/audio-analysis/5DaL1ihlNVFZ7qdiNds13f,5,https://api.spotify.com/v1/tracks/5DaL1ihlNVFZ7qdiNds13f,audio_features,spotify:track:5DaL1ihlNVFZ7qdiNds13f,Recollections jrd.,
9514,calm,jhfly,0.273,0.684,0.0356,0.796,11,0.118,-15.651,1,0.132,143.919,0.579,100164,2018-03-23,6dYfTqwjAxH96ttGUbDZIc,7D6kLgvRHr6DNDavc0LhvI,6dYfTqwjAxH96ttGUbDZIc,46,https://api.spotify.com/v1/audio-analysis/6dYfTqwjAxH96ttGUbDZIc,4,https://api.spotify.com/v1/tracks/6dYfTqwjAxH96ttGUbDZIc,audio_features,spotify:track:6dYfTqwjAxH96ttGUbDZIc,calm jhfly,You Need To Calm Down Taylor Swift
9515,America 2,The Midnight,0.0273,0.599,0.57,0.000316,10,0.116,-7.531,1,0.0248,129.994,0.299,241500,2018-09-21,2vvt8xeVzXkzPjyVsyzNbO,2NFrAuh8RQdQoS7iYFbckw,2vvt8xeVzXkzPjyVsyzNbO,47,https://api.spotify.com/v1/audio-analysis/2vvt8xeVzXkzPjyVsyzNbO,4,https://api.spotify.com/v1/tracks/2vvt8xeVzXkzPjyVsyzNbO,audio_features,spotify:track:2vvt8xeVzXkzPjyVsyzNbO,America 2 The Midnight,I Get The Bag Gucci Mane Featuring Migos
9516,Save Me (feat. MKLA),Vintage Culture,0.0965,0.639,0.554,0.000866,11,0.167,-12.265,1,0.0769,123.888,0.327,193548,2018-12-21,5WxtmHAcrDbghHVGupu18h,28uJnu5EsrGml2tBd7y8ts,5WxtmHAcrDbghHVGupu18h,65,https://api.spotify.com/v1/audio-analysis/5WxtmHAcrDbghHVGupu18h,4,https://api.spotify.com/v1/tracks/5WxtmHAcrDbghHVGupu18h,audio_features,spotify:track:5WxtmHAcrDbghHVGupu18h,Save Me (feat. MKLA) Vintage Culture,Marry Me Thomas Rhett
9517,Tarumi,Garot Michael Conklin,0.356,0.568,0.417,0.899,9,0.0944,-9.129,0,0.0245,148.059,0.0838,234755,2018-12-25,0xxtz0hWZgpVFwDGQce6DH,64xZeZKFTNLDsueTpb6aFz,0xxtz0hWZgpVFwDGQce6DH,51,https://api.spotify.com/v1/audio-analysis/0xxtz0hWZgpVFwDGQce6DH,4,https://api.spotify.com/v1/tracks/0xxtz0hWZgpVFwDGQce6DH,audio_features,spotify:track:0xxtz0hWZgpVFwDGQce6DH,Tarumi Garot Michael Conklin,Don't Matter To Me Drake Featuring Michael Jackson
9518,Born to Love You - RISE Recording,LANCO,0.54,0.574,0.449,5.6e-06,7,0.127,-7.891,1,0.0284,119.957,0.279,211914,2018-05-07,1OPwKKJQiSpFlB7MdIHW3b,2lRH2dgU5Kk4Bc5phmII4T,1OPwKKJQiSpFlB7MdIHW3b,44,https://api.spotify.com/v1/audio-analysis/1OPwKKJQiSpFlB7MdIHW3b,4,https://api.spotify.com/v1/tracks/1OPwKKJQiSpFlB7MdIHW3b,audio_features,spotify:track:1OPwKKJQiSpFlB7MdIHW3b,Born to Love You - RISE Recording LANCO,Bad At Love Halsey
9519,Cant Help Falling In Love - Acoustic,Satellite Music Collective,0.878,0.386,0.34,0.0,0,0.103,-13.683,1,0.0431,83.777,0.36,177075,2018-08-13,3Dgyz6QmECeINw2wai6Bm2,2zl36Lx4f0u1Hrir4lRICA,3Dgyz6QmECeINw2wai6Bm2,50,https://api.spotify.com/v1/audio-analysis/3Dgyz6QmECeINw2wai6Bm2,4,https://api.spotify.com/v1/tracks/3Dgyz6QmECeINw2wai6Bm2,audio_features,spotify:track:3Dgyz6QmECeINw2wai6Bm2,Cant Help Falling In Love - Acoustic Satellite Music Collective,Bad At Love Halsey
9520,Called Me Higher,All Sons & Daughters,0.401,0.437,0.488,9.03e-05,1,0.106,-9.306,1,0.0293,86.001,0.206,355239,2018-03-16,4QpqJ4AzFGV0gTqvOaIFCK,44LPOpECjnIlnwH91wo2ir,4QpqJ4AzFGV0gTqvOaIFCK,45,https://api.spotify.com/v1/audio-analysis/4QpqJ4AzFGV0gTqvOaIFCK,4,https://api.spotify.com/v1/tracks/4QpqJ4AzFGV0gTqvOaIFCK,audio_features,spotify:track:4QpqJ4AzFGV0gTqvOaIFCK,Called Me Higher All Sons & Daughters,Marry Me Thomas Rhett
9521,Wet Socks,Sophie Meiers,0.923,0.66,0.35,0.0261,6,0.09,-10.657,0,0.246,139.902,0.148,150875,2018-08-19,4ysPJHH5Dzo0nJN3IH2w2K,4Qz5J3GBpmR1LcPgqFbzlW,4ysPJHH5Dzo0nJN3IH2w2K,46,https://api.spotify.com/v1/audio-analysis/4ysPJHH5Dzo0nJN3IH2w2K,4,https://api.spotify.com/v1/tracks/4ysPJHH5Dzo0nJN3IH2w2K,audio_features,spotify:track:4ysPJHH5Dzo0nJN3IH2w2K,Wet Socks Sophie Meiers,
9522,Happy Place,Alison Wonderland,0.00146,0.506,0.849,0.0543,11,0.418,-6.987,0,0.191,150.072,0.287,200504,2018-04-06,0Kd7GHTM4093wuWwWCs3e7,11gWrKZMBsGQWmobv3oNfW,0Kd7GHTM4093wuWwWCs3e7,47,https://api.spotify.com/v1/audio-analysis/0Kd7GHTM4093wuWwWCs3e7,4,https://api.spotify.com/v1/tracks/0Kd7GHTM4093wuWwWCs3e7,audio_features,spotify:track:0Kd7GHTM4093wuWwWCs3e7,Happy Place Alison Wonderland,(There's No Place Like) Home For The Holidays Perry Como
